tf,df,tdf,indegree,outdegree,Degree,weighted-indegree,weighted-outdegree,Weighted-Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stopword
5,5,25,5,4,9,5,5,10,8,0.325412,0.335731,0.000001,No
5,5,25,4,3,7,5,5,10,8,0.317652,0.326714,0.000001,No
6,6,36,2,2,4,6,6,12,8,0.311585,0.320075,0.000001,No
29,29,841,5,5,10,29,29,58,8,0.346422,0.360709,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.29166,0.299213,0.000001,No
2,2,4,2,2,4,2,2,4,9,0.279955,0.289203,0.000001,No
8,7,56,4,5,9,8,8,16,8,0.353103,0.368202,0.000001,No
19,19,361,5,9,14,19,19,38,7,0.376077,0.394097,0.000001,No
6,6,36,4,3,7,6,6,12,8,0.353315,0.36874,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.342342,0.354886,0.000001,No
4,3,12,2,4,6,4,4,8,8,0.341253,0.353739,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.342129,0.354809,0.000001,No
3,3,9,3,2,5,3,3,6,7,0.329484,0.34031,0.000001,No
4,4,16,3,3,6,4,4,8,8,0.356772,0.372396,0.000001,No
2,2,4,1,2,3,2,2,4,8,0.34516,0.358804,0.000001,No
2,2,4,1,2,3,2,2,4,8,0.274957,0.281722,0.000001,No
4,4,16,1,3,4,4,4,8,7,0.331031,0.342113,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.309325,0.317943,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.339975,0.352268,0.000001,No
7,7,49,5,6,11,7,7,14,8,0.360062,0.375564,0.000001,No
7,7,49,5,6,11,7,7,14,8,0.329065,0.338377,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.323426,0.334429,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.331849,0.343345,0.000001,No
6,6,36,5,4,9,6,6,12,7,0.332599,0.343825,0.000001,No
6,6,36,3,3,6,6,6,12,7,0.334032,0.345201,0.000001,No
4,4,16,4,4,8,4,4,8,7,0.310881,0.318331,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.34361,0.356903,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.28222,0.289361,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.323426,0.334429,0.000001,No
4,4,16,2,4,6,4,4,8,8,0.289424,0.300618,0.000001,No
5,5,25,4,5,9,5,5,10,7,0.349308,0.363809,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.30338,0.311471,0.000001,No
5,5,25,3,5,8,5,5,10,7,0.346985,0.360215,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.339941,0.352199,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.339941,0.352199,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.339955,0.352243,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.309331,0.317947,0.000001,No
5,5,25,3,5,8,5,5,10,8,0.35681,0.37256,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.271899,0.280395,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.331571,0.343073,0.000001,No
5,5,25,4,2,6,5,5,10,8,0.287159,0.294191,0.000001,No
4,4,16,3,3,6,4,4,8,8,0.326153,0.336943,0.000001,No
1,1,1,1,1,2,1,1,2,7,0.327826,0.338517,0.000001,No
3,3,9,1,3,4,3,3,6,8,0.346274,0.360117,0.000001,No
2,2,4,2,2,4,2,2,4,7,0.336363,0.346863,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.296867,0.305552,0.000001,No
5,4,20,1,4,5,5,5,10,8,0.347013,0.360176,0.000001,No
4,4,16,3,2,5,4,4,8,7,0.342211,0.354859,0.000001,No
10,10,100,2,5,7,10,10,20,7,0.343638,0.356542,0.000001,No
4,4,16,4,4,8,4,4,8,8,0.345272,0.35899,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.310028,0.318679,0.000001,No
5,5,25,4,4,8,5,5,10,8,0.354873,0.370624,0.000001,No
10,10,100,6,4,10,10,10,20,8,0.309342,0.323486,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.320739,0.330846,0.000001,No
8,8,64,6,6,12,8,8,16,8,0.333457,0.346304,0.000001,No
6,6,36,6,5,11,6,6,12,8,0.339549,0.351988,0.000001,No
2,2,4,1,2,3,2,2,4,8,0.34461,0.357406,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.268345,0.275546,0.000001,No
10,10,100,6,7,13,10,10,20,8,0.368914,0.387182,0.000001,No
10,10,100,6,3,9,10,10,20,8,0.317847,0.327691,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0.000001,No
5,5,25,3,4,7,5,5,10,8,0.350132,0.364136,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.321464,0.329859,0.000001,No
5,5,25,5,5,10,5,5,10,8,0.31559,0.324354,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.339921,0.353213,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.308754,0.316717,0.000001,No
6,6,36,3,2,5,6,6,12,7,0.32799,0.338698,0.000001,No
4,4,16,2,4,6,4,4,8,8,0.345769,0.359615,0.000001,No
6,6,36,3,4,7,6,6,12,8,0.354984,0.371019,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.323475,0.33451,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.302498,0.312731,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.235735,0.239273,0.000001,No
6,6,36,5,4,9,6,6,12,8,0.3068,0.314934,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.317445,0.327454,0.000001,No
5,5,25,2,3,5,5,5,10,8,0.334149,0.346414,0.000001,No
2,2,4,2,2,4,2,2,4,7,0.315549,0.324581,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.301589,0.314491,0.000001,No
6,6,36,5,5,10,6,6,12,8,0.340878,0.353482,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.279241,0.286909,0.000001,No
3,3,9,1,1,2,3,3,6,7,0.327826,0.338517,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.254508,0.259512,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.266509,0.272957,0.000001,No
4,4,16,4,4,8,4,4,8,8,0.32393,0.333866,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.242869,0.246439,0.000001,No
5,5,25,3,3,6,5,5,10,8,0.311625,0.318489,0.000001,No
2,2,4,1,2,3,2,2,4,8,0.339948,0.352234,0.000001,No
4,4,16,3,3,6,4,4,8,8,0.342266,0.354807,0.000001,No
7,7,49,5,5,10,7,7,14,8,0.320468,0.327874,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.339941,0.352199,0.000001,No
6,6,36,4,5,9,6,6,12,8,0.348004,0.363685,0.000001,No
5,4,20,5,4,9,5,5,10,8,0.330211,0.341974,0.000001,No
10,10,100,9,1,10,10,10,20,8,0.309325,0.317943,0.000001,No
19,16,304,17,2,19,19,19,38,8,0.319072,0.326986,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.344408,0.357419,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.313198,0.322823,0.000001,No
4,4,16,3,4,7,4,4,8,8,0.364088,0.380074,0.000001,No
7,7,49,3,4,7,7,7,14,8,0.325568,0.338872,0.000001,No
4,3,12,4,4,8,4,4,8,8,0.319921,0.327402,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.341212,0.353843,0.000001,No
7,7,49,5,6,11,7,7,14,8,0.353352,0.368912,0.000001,No
6,6,36,4,5,9,6,6,12,8,0.328375,0.339761,0.000001,No
4,4,16,4,3,7,4,4,8,8,0.321634,0.329283,0.000001,No
5,5,25,4,3,7,5,5,10,8,0.342699,0.356395,0.000001,No
9,8,72,3,6,9,9,9,18,8,0.321398,0.331886,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.331649,0.343176,0.000001,No
7,6,42,4,5,9,7,7,14,7,0.354556,0.368984,0.000001,No
4,4,16,2,4,6,4,4,8,8,0.30951,0.316194,0.000001,No
9,9,81,8,3,11,9,9,18,8,0.33718,0.349246,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.346281,0.360278,0.000001,No
5,5,25,3,3,6,5,5,10,8,0.314085,0.325657,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.316673,0.324748,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.310717,0.317502,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.265932,0.272147,0.000001,No
4,4,16,3,4,7,4,4,8,8,0.318899,0.327464,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.303666,0.31297,0.000001,No
5,5,25,4,4,8,5,5,10,7,0.361657,0.377295,0.000001,No
9,9,81,5,7,12,9,9,18,8,0.331205,0.341214,0.000001,No
7,7,49,2,5,7,7,7,14,7,0.356028,0.37108,0.000001,No
7,7,49,4,6,10,7,7,14,7,0.350348,0.364493,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.326408,0.338223,0.000001,No
2,1,2,2,2,4,2,2,4,8,0.333294,0.344918,0.000001,No
4,4,16,3,3,6,4,4,8,8,0.316579,0.323769,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.311664,0.320485,0.000001,No
14,14,196,9,5,14,14,14,28,8,0.354313,0.369057,0.000001,No
5,5,25,2,4,6,5,5,10,8,0.339117,0.353384,0.000001,No
10,8,80,3,9,12,10,10,20,7,0.34009,0.352466,0.000001,No
5,5,25,3,4,7,5,5,10,8,0.352957,0.367513,0.000001,No
2,2,4,2,2,4,2,2,4,7,0.322199,0.329935,0.000001,No
2,2,4,2,2,4,2,2,4,7,0.331597,0.34297,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.278876,0.288469,0.000001,No
13,13,169,7,6,13,13,13,26,7,0.341178,0.35312,0.000001,No
1,1,1,1,1,2,1,1,2,7,0.29631,0.304858,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.332236,0.343301,0.000001,No
5,4,20,3,4,7,5,5,10,8,0.353396,0.368258,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.238814,0.241839,0.000001,No
9,9,81,4,5,9,9,9,18,8,0.332904,0.346625,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.244964,0.248826,0.000001,No
5,4,20,3,3,6,5,5,10,8,0.34404,0.357143,0.000001,No
9,9,81,6,4,10,9,9,18,7,0.339745,0.352683,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.266964,0.273196,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.320372,0.331711,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.265159,0.271386,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.286566,0.293675,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.301584,0.314486,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.3124,0.32099,0.000001,No
7,7,49,4,6,10,7,7,14,7,0.356855,0.371656,0.000001,No
11,11,121,4,4,8,11,11,22,7,0.345629,0.359195,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.272873,0.280386,0.000001,No
4,3,12,4,4,8,4,4,8,8,0.336276,0.348967,0.000001,No
3,3,9,3,3,6,3,3,6,7,0.344756,0.357959,0.000001,No
4,4,16,2,4,6,4,4,8,7,0.331597,0.34329,0.000001,No
3,3,9,1,3,4,3,3,6,7,0.331913,0.34215,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.327977,0.338568,0.000001,No
2,2,4,1,2,3,2,2,4,8,0.272159,0.27929,0.000001,No
11,11,121,8,6,14,11,11,22,7,0.362203,0.378404,0.000001,No
3,3,9,1,3,4,3,3,6,7,0.330141,0.340709,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.290483,0.297493,0.000001,No
5,3,15,2,4,6,5,5,10,8,0.345279,0.358206,0.000001,No
5,5,25,2,3,5,5,5,10,8,0.334005,0.344703,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.308548,0.315827,0.000001,No
4,4,16,1,4,5,4,4,8,8,0.335351,0.347193,0.000001,No
2,2,4,1,1,2,2,2,4,8,0.311312,0.322315,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.340036,0.352312,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.242762,0.247079,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.313037,0.321784,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.339982,0.352273,0.000001,No
8,6,48,1,5,6,8,8,16,8,0.331127,0.343044,0.000001,No
11,9,99,9,7,16,11,11,22,8,0.33986,0.351528,0.000001,No
3,3,9,3,2,5,3,3,6,8,0.31005,0.318733,0.000001,No
5,5,25,4,4,8,5,5,10,7,0.364042,0.380774,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.240717,0.245738,0.000001,No
9,9,81,6,7,13,9,9,18,8,0.342624,0.355666,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.309606,0.316037,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.287896,0.296873,0.000001,No
3,3,9,1,3,4,3,3,6,8,0.310705,0.317553,0.000001,No
6,6,36,6,5,11,6,6,12,8,0.345888,0.35882,0.000001,No
4,4,16,1,4,5,4,4,8,8,0.347891,0.362609,0.000001,No
3,3,9,3,3,6,3,3,6,7,0.33114,0.34163,0.000001,No
5,5,25,5,5,10,5,5,10,8,0.351662,0.365681,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.309135,0.321159,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.287517,0.298111,0.000001,No
4,4,16,2,2,4,4,4,8,8,0.333125,0.344881,0.000001,No
12,12,144,3,5,8,12,12,24,7,0.34731,0.360662,0.000001,No
10,10,100,3,7,10,10,10,20,7,0.368818,0.386257,0.000001,No
2,2,4,1,2,3,2,2,4,9,0.250694,0.255645,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.284364,0.291686,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.333086,0.344586,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.315648,0.323184,0.000001,No
4,4,16,3,2,5,4,4,8,8,0.327832,0.339198,0.000001,No
9,9,81,6,7,13,9,9,18,8,0.370243,0.3875,0.000001,No
14,14,196,5,5,10,14,14,28,7,0.341403,0.354542,0.000001,No
4,4,16,3,3,6,4,4,8,7,0.331308,0.342696,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.277096,0.285605,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.327964,0.338669,0.000001,No
5,5,25,4,4,8,5,5,10,8,0.349745,0.364164,0.000001,No
5,5,25,3,2,5,5,5,10,8,0.286249,0.293484,0.000001,No
4,2,8,2,2,4,4,4,8,8,0.296387,0.305505,0.000001,No
5,5,25,3,3,6,5,5,10,8,0.316468,0.328063,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.310717,0.317502,0.000001,No
3,2,6,1,3,4,3,3,6,8,0.284953,0.295174,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.278003,0.285466,0.000001,No
3,3,9,2,1,3,3,3,6,8,0.331571,0.343073,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.315759,0.323487,0.000001,No
7,7,49,5,5,10,7,7,14,8,0.358579,0.374421,0.000001,No
4,4,16,3,4,7,4,4,8,8,0.339258,0.35175,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.340117,0.352409,0.000001,No
4,4,16,3,4,7,4,4,8,8,0.308447,0.317857,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.235387,0.238475,0.000001,No
7,7,49,5,5,10,7,7,14,7,0.311193,0.321463,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.306233,0.313597,0.000001,No
2,1,2,1,1,2,2,2,4,7,0.312584,0.319273,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.317298,0.324393,0.000001,No
3,3,9,2,2,4,3,3,6,7,0.352621,0.366966,0.000001,No
1,1,1,1,1,2,1,1,2,7,0.327826,0.338517,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.313924,0.322271,0.000001,No
5,5,25,3,4,7,5,5,10,8,0.335193,0.346962,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.217993,0.222362,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.23756,0.241234,0.000001,No
5,5,25,3,4,7,5,5,10,8,0.353872,0.368551,0.000001,No
9,9,81,2,3,5,9,9,18,8,0.315532,0.32524,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.266935,0.272984,0.000001,No
24,24,576,7,4,11,24,24,48,8,0.338505,0.350916,0.000001,No
7,7,49,5,1,6,7,7,14,8,0.32342,0.334424,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0.000001,No
9,9,81,6,6,12,9,9,18,8,0.330281,0.341523,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.338357,0.350876,0.000001,No
2,2,4,1,2,3,2,2,4,7,0.352629,0.366971,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.351996,0.366276,0.000001,No
9,9,81,2,4,6,9,9,18,8,0.322607,0.334196,0.000001,No
6,6,36,5,4,9,6,6,12,8,0.349982,0.36375,0.000001,No
21,19,399,7,7,14,21,21,42,8,0.330986,0.341863,0.000001,No
2,2,4,2,1,3,2,2,4,7,0.327826,0.338517,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.343763,0.356874,0.000001,No
7,7,49,2,5,7,7,7,14,8,0.32483,0.336436,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.279305,0.286645,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.28685,0.293914,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.249375,0.253865,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.289262,0.299295,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.343209,0.355815,0.000001,No
3,3,9,1,2,3,3,3,6,8,0.331584,0.343112,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.332269,0.343757,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.248826,0.253454,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.318488,0.325905,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.317298,0.328505,0.000001,No
2,2,4,1,1,2,2,2,4,9,0.247962,0.253469,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.342102,0.354638,0.000001,No
3,3,9,2,3,5,3,3,6,8,0.338364,0.35095,0.000001,No
10,10,100,7,7,14,10,10,20,8,0.356944,0.372329,0.000001,No
3,3,9,3,3,6,3,3,6,7,0.332567,0.344314,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.287116,0.294248,0.000001,No
3,3,9,2,3,5,3,3,6,8,0.344304,0.357465,0.000001,No
7,5,35,3,4,7,7,7,14,8,0.325561,0.336838,0.000001,No
5,5,25,4,4,8,5,5,10,7,0.361305,0.376923,0.000001,No
4,4,16,3,4,7,4,4,8,8,0.318078,0.326862,0.000001,No
3,3,9,2,3,5,3,3,6,7,0.348516,0.362448,0.000001,No
13,13,169,5,8,13,13,13,26,8,0.356199,0.372681,0.000001,No
7,6,42,6,5,11,7,7,14,8,0.324194,0.335505,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0.000001,No
4,4,16,3,3,6,4,4,8,8,0.315549,0.322953,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.286086,0.29329,0.000001,No
10,9,90,8,6,14,10,10,20,7,0.331262,0.340689,0.000001,No
4,4,16,4,4,8,4,4,8,8,0.320462,0.328106,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.329027,0.34092,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.331571,0.343073,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.310717,0.317502,0.000001,No
1,1,1,1,1,2,1,1,2,7,0.2963,0.30485,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.320047,0.328286,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.331578,0.343078,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.256633,0.262378,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.311107,0.320078,0.000001,No
4,4,16,1,3,4,4,4,8,7,0.343465,0.356463,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.304034,0.313359,0.000001,No
5,5,25,4,3,7,5,5,10,8,0.314172,0.322197,0.000001,No
4,4,16,3,2,5,4,4,8,8,0.325084,0.336656,0.000001,No
4,4,16,2,4,6,4,4,8,7,0.336137,0.347108,0.000001,No
2,2,4,1,2,3,2,2,4,8,0.323439,0.334473,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.30424,0.310916,0.000001,No
6,6,36,6,6,12,6,6,12,8,0.347239,0.361572,0.000001,No
8,8,64,1,6,7,8,8,16,8,0.351351,0.366134,0.000001,No
2,2,4,1,1,2,2,2,4,8,0.317451,0.327459,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.303807,0.312038,0.000001,No
5,3,15,3,3,6,5,5,10,8,0.324645,0.333315,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.335437,0.34739,0.000001,No
9,9,81,5,5,10,9,9,18,8,0.331642,0.342465,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.296166,0.303813,0.000001,No
9,9,81,5,6,11,9,9,18,7,0.331926,0.341284,0.000001,No
2,2,4,1,1,2,2,2,4,8,0.293133,0.30075,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.252094,0.256373,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.278743,0.288253,0.000001,No
2,2,4,2,2,4,2,2,4,7,0.327945,0.338644,0.000001,No
3,2,6,3,2,5,3,3,6,8,0.303299,0.316554,0.000001,No
7,7,49,6,4,10,7,7,14,8,0.342527,0.355148,0.000001,No
5,4,20,5,5,10,5,5,10,8,0.339515,0.352056,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.311579,0.320194,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.338243,0.351497,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.329211,0.341152,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.23815,0.241459,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.23582,0.241037,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.290133,0.301038,0.000001,No
3,3,9,3,3,6,3,3,6,7,0.341985,0.355297,0.000001,No
4,4,16,4,3,7,4,4,8,7,0.334012,0.345611,0.000001,No
3,3,9,3,2,5,3,3,6,7,0.352621,0.366966,0.000001,No
3,3,9,3,2,5,3,3,6,8,0.342102,0.354638,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.300675,0.308544,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.310717,0.317502,0.000001,No
2,2,4,1,1,2,2,2,4,9,0.269392,0.275726,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.337915,0.350434,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.34516,0.358804,0.000001,No
13,13,169,7,5,12,13,13,26,7,0.341999,0.353832,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.258679,0.264996,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.284915,0.294547,0.000001,No
5,5,25,2,3,5,5,5,10,8,0.31232,0.320997,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.298309,0.305414,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.311312,0.322315,0.000001,No
12,12,144,6,6,12,12,12,24,8,0.336084,0.348551,0.000001,No
9,9,81,5,6,11,9,9,18,8,0.358286,0.373639,0.000001,No
2,1,2,2,2,4,2,2,4,8,0.288885,0.295977,0.000001,No
11,11,121,2,4,6,11,11,22,7,0.35268,0.367175,0.000001,No
4,4,16,4,3,7,4,4,8,8,0.3418,0.355377,0.000001,No
3,3,9,3,1,4,3,3,6,8,0.277096,0.285605,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.256297,0.261464,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.308525,0.315593,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.327838,0.339203,0.000001,No
3,3,9,2,3,5,3,3,6,8,0.315748,0.324195,0.000001,No
2,2,4,1,2,3,2,2,4,8,0.331952,0.343576,0.000001,No
3,3,9,2,3,5,3,3,6,8,0.324176,0.335181,0.000001,No
5,5,25,4,3,7,5,5,10,8,0.312566,0.321859,0.000001,No
3,2,6,2,3,5,3,3,6,8,0.300601,0.30745,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.240263,0.244672,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.267491,0.27391,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.306492,0.314195,0.000001,No
7,7,49,5,6,11,7,7,14,8,0.34314,0.356182,0.000001,No
5,5,25,3,4,7,5,5,10,8,0.331494,0.344592,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.274334,0.282192,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.261186,0.266859,0.000001,No
5,5,25,4,5,9,5,5,10,7,0.325239,0.335472,0.000001,No
6,6,36,5,6,11,6,6,12,8,0.318055,0.326049,0.000001,No
5,4,20,5,4,9,5,5,10,8,0.304702,0.311899,0.000001,No
3,3,9,2,3,5,3,3,6,8,0.342301,0.355084,0.000001,No
7,7,49,4,6,10,7,7,14,8,0.356676,0.372687,0.000001,No
6,6,36,2,4,6,6,6,12,8,0.322509,0.330215,0.000001,No
2,2,4,1,1,2,2,2,4,8,0.299445,0.306325,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.335437,0.347732,0.000001,No
5,5,25,5,5,10,5,5,10,8,0.32036,0.330372,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.285698,0.293452,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.339941,0.352199,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.310717,0.317502,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.259869,0.26568,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.315759,0.323487,0.000001,No
3,3,9,3,3,6,3,3,6,7,0.322778,0.33062,0.000001,No
12,12,144,8,10,18,12,12,24,7,0.365774,0.382067,0.000001,No
5,5,25,4,3,7,5,5,10,8,0.340531,0.353367,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.301589,0.314491,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.294958,0.306931,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.322132,0.330749,0.000001,No
2,1,2,1,2,3,2,2,4,7,0.315543,0.324576,0.000001,No
2,2,4,1,2,3,2,2,4,8,0.341663,0.354514,0.000001,No
3,3,9,3,3,6,3,3,6,8,0.280526,0.288008,0.000001,No
6,6,36,4,3,7,6,6,12,8,0.347714,0.362279,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.269634,0.276022,0.000001,No
5,5,25,5,5,10,5,5,10,7,0.347162,0.360427,0.000001,No
1,1,1,1,1,2,1,1,2,9,0.244968,0.248775,0.000001,No
5,5,25,3,3,6,5,5,10,8,0.309219,0.3175,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.315765,0.323492,0.000001,No
2,2,4,2,2,4,2,2,4,7,0.310954,0.31903,0.000001,No
2,2,4,2,2,4,2,2,4,9,0.257613,0.263735,0.000001,No
3,3,9,2,2,4,3,3,6,8,0.312985,0.320023,0.000001,No
4,4,16,4,4,8,4,4,8,8,0.319042,0.326349,0.000001,No
4,4,16,3,4,7,4,4,8,8,0.355191,0.370265,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.317451,0.327459,0.000001,No
3,3,9,3,3,6,3,3,6,7,0.348224,0.362195,0.000001,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0.000001,No
2,2,4,2,2,4,2,2,4,8,0.310626,0.319111,0.000001,No
3,3,9,2,3,5,3,3,6,8,0.330365,0.341241,0.000001,No
4,4,16,3,2,5,4,4,8,8,0.324305,0.335748,0.000001,No
