id,Label,tf,df,tdf
2133,selae,7,1,7
2134,fakar,6,1,6
2135,nunka,8,1,8
2136,akanunu,1,1,1
2137,seguru,15,1,15
2138,fraga,2,1,2
2139,hán-hemu,3,1,3
2140,lima,32,1,32
2141,okupa,4,1,4
2142,pré-sekundária,6,1,6
2143,antonio,19,1,19
2144,eskravidaun,1,1,1
2145,fokus,1,1,1
2146,ameasa,7,1,7
2147,enkontru,48,1,48
2148,tráfiku,10,1,10
2149,primeiru-minitru,1,1,1
2150,iom,7,1,7
2151,máximu,27,1,27
2152,ligasaun,8,1,8
2153,unidas,1,1,1
2154,magalh,8,1,8
2155,komponente,8,1,8
2156,leite,2,1,2
2157,konvensionál,2,1,2
2158,whole,1,1,1
2159,eskala,1,1,1
2160,fidelis,12,1,12
2161,diskute,13,1,13
2162,organizadu,2,1,2
2163,n,2,1,2
2164,atan,2,1,2
2165,nasoens,1,1,1
2166,ministeriu,2,1,2
2167,onu,3,1,3
2168,aproximasaun,2,1,2
2169,kanál,4,1,4
2170,government’,1,1,1
2171,papél,7,1,7
2172,rezidénsia,7,1,7
2173,subliña,5,1,5
2174,faról,12,1,12
2175,efisiente,3,1,3
2176,efetivu,9,1,9
2177,mestre,3,1,3
2178,espíritu,5,1,5
2179,koñesimentu,13,1,13
2180,valoriza-an,2,1,2
2181,ohin-loron,2,1,2
2182,ekonómika,16,1,16
2183,aswa’in,2,1,2
2184,intervéin,2,1,2
2185,ramata,2,1,2
2186,rekuperasaun,9,1,9
2187,loriku,2,1,2
2188,santa-krúz,6,1,6
2189,selebrasaun,20,1,20
2190,aban-bainrua,6,1,6
2191,sobrevivente,14,1,14
2192,hasa’e,29,1,29
2193,fiar,16,1,16
2194,fornesimentu,5,1,5
2195,kalamidade,6,1,6
2196,embaixador,2,1,2
2197,btl,7,1,7
2198,tohu,1,1,1
2199,novu,1,1,1
2200,satan,1,1,1
2201,rekoperasaun,1,1,1
2202,mutudare,1,1,1
2203,peloi,2,1,2
2204,médiu,3,1,3
2205,subsidiáriu,2,1,2
2206,meta,4,1,4
2207,reparasaun,1,1,1
2208,kontinuasaun,2,1,2
2209,peter,13,1,13
2210,hamoos,5,1,5
2211,fonte,2,1,2
2212,emediata,1,1,1
2213,roberts,10,1,10
2214,lakoto,1,1,1
2215,manda,2,1,2
2216,anti,8,1,8
2217,viatura,10,1,10
2218,vídiu,9,1,9
2219,hakraik-an,1,1,1
2220,konjunta,15,1,15
2221,korupsaun,12,1,12
2222,wa,1,1,1
2223,kak,6,1,6
2224,madeia,1,1,1
2225,efk,7,1,7
2226,mídia,32,1,32
2227,akumula,3,1,3
2228,konferénsia,24,1,24
2229,wa’in,3,1,3
2230,ierárkiku,2,1,2
2231,fotografia,2,1,2
2232,finadu,7,1,7
2233,fiskalizasaun,15,1,15
2234,deskobre,8,1,8
2235,madeira,1,1,1
2236,klase,4,1,4
2237,pasajen,3,1,3
2238,tasi-tolu,9,1,9
2239,prepara-an,6,1,6
2240,teb-tebes,6,1,6
2241,marcos,7,1,7
2242,internu,2,1,2
2243,preokupasun,1,1,1
2244,kondena,4,1,4
2245,proteje,13,1,13
2246,trafikante,1,1,1
2247,kastiga,1,1,1
2248,proativu,1,1,1
2249,ne,11,1,11
2250,esplora,3,1,3
2251,sendzimir,2,1,2
2252,wanda,2,1,2
2253,finanseiru,4,1,4
2254,esforsa,13,1,13
2255,vigór,7,1,7
2256,judisiál,1,1,1
2257,asisténsia,13,1,13
2258,ai-riin,7,1,7
2259,nunudoi,2,1,2
2260,km,6,1,6
2261,fatubesi,1,1,1
2262,implementadór,6,1,6
2263,públikas,3,1,3
2264,promete,7,1,7
2265,kliente,3,1,3
2266,fornese,9,1,9
2267,badak,26,1,26
2268,impedimentu,3,1,3
2269,pur,3,1,3
2270,unip,4,1,4
2271,haelesu,3,1,3
2272,faze,36,1,36
2273,fiu,4,1,4
2274,lama,4,1,4
2275,norberto,2,1,2
2276,kareta-na’in,1,1,1
2277,lisensa,13,1,13
2278,sansaun,4,1,4
2279,bus,1,1,1
2280,kondutór,6,1,6
2281,angguna,1,1,1
2282,tarjetu,6,1,6
2283,asidente,10,1,10
2284,sirkulasaun,25,1,25
2285,dntt,18,1,18
2286,tereste,1,1,1
2287,ikus-ikus,1,1,1
2288,jujur,1,1,1
2289,postu-adminsitrativu,2,1,2
2290,ahi,12,1,12
2291,maubara,10,1,10
2292,sibuk,1,1,1
2293,hatulia,2,1,2
2294,hadau,5,1,5
2295,mausiga,2,1,2
2296,nahe,4,1,4
2297,uma',1,1,1
2298,katuas,4,1,4
2299,kaer,18,1,18
2300,be,1,1,1
2301,kulinária,2,1,2
2302,fatu’u,1,1,1
2303,uaruana,1,1,1
2304,finansiamentu,4,1,4
2305,gaak-pr,1,1,1
2306,negosiante’,1,1,1
2307,sabór,2,1,2
2308,abilidade,4,1,4
2309,inan-feton,3,1,3
2310,hakbiit,6,1,6
2311,makadade,3,1,3
2312,inisativa,1,1,1
2313,prinsipál,8,1,8
2314,atrai,7,1,7
2315,bikeli,2,1,2
2316,lukru,1,1,1
2317,gabinete,30,1,30
2318,kónjuge,1,1,1
2319,akrema,1,1,1
2320,reuniaun,47,1,47
2321,pasífiku,1,1,1
2322,katóliku,2,1,2
2323,vatikanu,8,1,8
2324,lubun,1,1,1
2325,vasinadu,1,1,1
2326,pré-kondisaun,1,1,1
2327,papa,31,1,31
2328,ajenadu,1,1,1
2329,rain,12,1,12
2330,papál,1,1,1
2331,lutu,9,1,9
2332,leo-lima,1,1,1
2333,goulau,1,1,1
2334,prega,1,1,1
2335,haburas,6,1,6
2336,hatu-udu,5,1,5
2337,rikusoin,2,1,2
2338,hale’u,4,1,4
2339,ai,8,1,8
2340,alexandrinho,3,1,3
2341,éktare,18,1,18
2342,estanislau,1,1,1
2343,ida-tan,1,1,1
2344,aitemua,1,1,1
2345,mola,1,1,1
2346,tarotu,1,1,1
2347,aitemalau,1,1,1
2348,prioritiza,4,1,4
2349,loron-loron,1,1,1
2350,mindelo,1,1,1
2351,fatin-fatin,1,1,1
2352,boa,5,1,5
2353,ppo,1,1,1
2354,feriadu,6,1,6
2355,release,1,1,1
2356,kumprimentu,3,1,3
2357,januário,1,1,1
2358,korupasaun,1,1,1
2359,nú,10,1,10
2360,too,1,1,1
2361,movimenta,4,1,4
2362,finalidade,3,1,3
2363,funsaun,12,1,12
2364,konjuntu,4,1,4
2365,press,1,1,1
2366,patrimóniu,5,1,5
2367,fin,2,1,2
2368,define,16,1,16
2369,konvokatóriu,1,1,1
2370,governasaun,5,1,5
2371,fiskalizadór,1,1,1
2372,fora,1,1,1
2373,sesaun,8,1,8
2374,sentavu,5,1,5
2375,presu,15,1,15
2376,du’ut,2,1,2
2377,haupu,2,1,2
2378,metan,1,1,1
2379,standard,1,1,1
2380,hakiak,7,1,7
2381,whatsapp,3,1,3
2382,kilógrama,10,1,10
2383,estandariza,1,1,1
2384,maek,5,1,5
2385,assi,1,1,1
2386,folin,34,1,34
2387,debe,3,1,3
2388,marco,7,1,7
2389,telam,2,1,2
2390,papua,2,1,2
2391,guiné,2,1,2
2392,sprizzi,7,1,7
2393,monseñor,3,1,3
2394,orjinalmente,1,1,1
2395,kansela,7,1,7
2396,selu,41,1,41
2397,arjentina,6,1,6
2398,konfirma,2,1,2
2399,núnsiu,2,1,2
2400,notisioza,2,1,2
2401,apostóliku,3,1,3
2402,santa,8,1,8
2403,uca,1,1,1
2404,interview,1,1,1
2405,koordenadora,2,1,2
2406,likisa,1,1,1
2407,ikus,36,1,36
2408,vatuvou,5,1,5
2409,grogi,1,1,1
2410,perfíl,1,1,1
2411,ualu,9,1,9
2412,ta’uk,7,1,7
2413,periera,1,1,1
2414,igualdade,5,1,5
2415,asume,18,1,18
2416,gabriela,4,1,4
2417,an,15,1,15
2418,rejistu,6,1,6
2419,desizaun,52,1,52
2420,nia-an,6,1,6
2421,en,3,1,3
2422,komplikadu,1,1,1
2423,bucens,1,1,1
2424,brisbane,2,1,2
2425,hakotu-iis,5,1,5
2426,ariska,1,1,1
2427,filmajen,2,1,2
2428,injustisa,1,1,1
2429,ingrid,1,1,1
2430,inspirasaun,3,1,3
2431,stahl,7,1,7
2432,falta,5,1,5
2433,expóz,1,1,1
2434,korajozu,1,1,1
2435,koñesidu,6,1,6
2436,christopher,1,1,1
2437,admira,1,1,1
2438,max,11,1,11
2439,wenner,1,1,1
2440,opresaun,1,1,1
2441,brutalidade,1,1,1
2442,nutrisaun,9,1,9
2443,klínika,14,1,14
2444,rosário,10,1,10
2445,enfermeiru,3,1,3
2446,farmásia,5,1,5
2447,bernardo,3,1,3
2448,seniór,2,1,2
2449,isin-rua,15,1,15
2450,tetu,4,1,4
2451,maloa,2,1,2
2452,moos,5,1,5
2453,atendimentu,15,1,15
2454,ijiéniku,3,1,3
2455,laboratóriu,4,1,4
2456,bombeiru,18,1,18
2457,hakat,32,1,32
2458,ooooh,1,1,1
2459,claudio,6,1,6
2460,bekora’,1,1,1
2461,preventiva,4,1,4
2462,dn,2,1,2
2463,inséndiu,19,1,19
2464,prego,1,1,1
2465,simente,4,1,4
2466,babulu,4,1,4
2467,timornews,3,1,3
2468,kleur,8,1,8
2469,rai-henek,17,1,17
2470,alfredo,4,1,4
2471,fila-liman,3,1,3
2472,besi,3,1,3
2473,uma-luli,3,1,3
2474,sor,1,1,1
2475,impede,17,1,17
2476,ha'u,10,1,10
2477,leorema,1,1,1
2478,ambulánsia,5,1,5
2479,emilia,1,1,1
2480,sede,3,1,3
2481,lojístika,2,1,2
2482,multi-funsaun,1,1,1
2483,rihun,31,1,31
2484,bazartete,2,1,2
2485,soma,1,1,1
2486,fulan-fulan,3,1,3
2487,tesi,2,1,2
2488,favór,6,1,6
2489,país,11,1,11
2490,branco,3,1,3
2491,óbviu,1,1,1
2492,diplomátika,5,1,5
2493,cruz,8,1,8
2494,trindade,1,1,1
2495,jorge,13,1,13
2496,mozambike,1,1,1
2497,tailándia,9,1,9
2498,diplomasia,2,1,2
2499,neves,1,1,1
2500,razoável,1,1,1
2501,joana,1,1,1
2502,énfaze,2,1,2
2503,posse,7,1,7
2504,diplomata,2,1,2
2505,miranda,3,1,3
2506,koresponde,2,1,2
2507,juvêncio,1,1,1
2508,veneranda,1,1,1
2509,rai-li’ur,11,1,11
2510,fatia,1,1,1
2511,interna,8,1,8
2512,reino,1,1,1
2513,estranjeiru,8,1,8
2514,cam,1,1,1
2515,aat’,4,1,4
2516,komprende,11,1,11
2517,terminolojia,4,1,4
2518,hi’it,1,1,1
2519,subar,2,1,2
2520,raes,1,1,1
2521,sampah,1,1,1
2522,madalena,3,1,3
2523,piór,5,1,5
2524,rhto,1,1,1
2525,asesível,2,1,2
2526,merese,3,1,3
2527,moe,4,1,4
2528,andár,1,1,1
2529,edukativu,1,1,1
2530,justu,4,1,4
2531,konvida,4,1,4
2532,taibesi,19,1,19
2533,belar,1,1,1
2534,ku’ak,2,1,2
2535,ezekuta,22,1,22
2536,traktór,2,1,2
2537,bekusi,6,1,6
2538,rencana,1,1,1
2539,rahun,3,1,3
2540,terlambat,1,1,1
2541,maun,6,1,6
2542,orienta,11,1,11
2543,kuartu,10,1,10
2544,okos,9,1,9
2545,eskavatór,1,1,1
2546,ambeno,1,1,1
2547,administrativa,11,1,11
2548,aprezenta,38,1,38
2549,abitasaun,6,1,6
2550,konetividade,5,1,5
2551,tomas,2,1,2
2552,deskonfia,7,1,7
2553,dignu,9,1,9
2554,caldeira,2,1,2
2555,envolvimentu,1,1,1
2556,pensaun,1,1,1
2557,pinto,7,1,7
2558,explika,1,1,1
2559,depois-de,3,1,3
2560,iliomar,3,1,3
2561,sona,4,1,4
2562,kura,1,1,1
2563,iradarat,1,1,1
2564,infrenta,1,1,1
2565,astrazeneca,51,1,51
2566,kapela,5,1,5
2567,doutór,19,1,19
2568,leonel,6,1,6
2569,toba,8,1,8
2570,stroke’,1,1,1
2571,aradarat,1,1,1
2572,lisensiadu,1,1,1
2573,agustinho,1,1,1
2574,turnu,2,1,2
2575,kintal-boot,1,1,1
2576,kualifikadu,2,1,2
2577,méritu,1,1,1
2578,badinas,3,1,3
2579,dadeer-saan,11,1,11
2580,nobel,2,1,2
2581,paz,4,1,4
2582,produsaun,10,1,10
2583,ipb,12,1,12
2584,zeotéknika,1,1,1
2585,filomena,4,1,4
2586,betanu,10,1,10
2587,determinante,3,1,3
2588,lay,1,1,1
2589,kontrusaun,4,1,4
2590,gradua,3,1,3
2591,agronomia,1,1,1
2592,ensínu,2,1,2
2593,politékniku,2,1,2
2594,agostinho,7,1,7
2595,konsulta,11,1,11
2596,kardiurespiratóriu,1,1,1
2597,aberta’,2,1,2
2598,sabeh,4,1,4
2599,médika,4,1,4
2600,tensaun,4,1,4
2601,staff,5,1,5
2602,fuan,8,1,8
2603,estomagu,1,1,1
2604,pulmaun,1,1,1
2605,andre,2,1,2
2606,moras-kulit,2,1,2
2607,eventu,6,1,6
2608,selesionadu,1,1,1
2609,teste,38,1,38
2610,hrd,1,1,1
2611,surtu,8,1,8
2612,hemu,15,1,15
2613,eskrita,2,1,2
2614,estádiu,3,1,3
2615,selesiona,5,1,5
2616,rekruta,4,1,4
2617,hanorin,10,1,10
2618,suar,2,1,2
2619,ahi-suar,1,1,1
2620,rai-rahun,2,1,2
2621,repiratória,2,1,2
2622,sensitivu,1,1,1
2623,respirasaun,1,1,1
2624,ispa,4,1,4
2625,rego,3,1,3
2626,infesaun,7,1,7
2627,aprezenta-an,3,1,3
2628,florentina,2,1,2
2629,sintoma,14,1,14
2630,ss,16,1,16
2631,ambientál,2,1,2
2632,respiratória,4,1,4
2633,numeru,1,1,1
2634,maira,2,1,2
2635,pozisaun,11,1,11
2636,arma,5,1,5
2637,disiplina,7,1,7
2638,plan,3,1,3
2639,formatura,2,1,2
2640,pitl,1,1,1
2641,persentanjen,1,1,1
2642,ops,1,1,1
2643,serjentu,1,1,1
2644,maubise,6,1,6
2645,fetok,1,1,1
2646,perfurasaun,18,1,18
2647,era,1,1,1
2648,fura,4,1,4
2649,rai-maran,13,1,13
2650,maus,1,1,1
2651,anpm,1,1,1
2652,gap-ep,1,1,1
2653,petróleu,1,1,1
2654,minerál,1,1,1
2655,maiu,96,1,96
2656,entidade,10,1,10
2657,mina-matan,10,1,10
2658,kmaus,4,1,4
2659,resources,5,1,5
2660,eroi,4,1,4
2661,suai-vila,1,1,1
2662,hori-kalan,4,1,4
2663,ave,1,1,1
2664,komp,2,1,2
2665,petrolífera,3,1,3
2666,rituál,6,1,6
2667,map,14,1,14
2668,akikultura,2,1,2
2669,antunes,3,1,3
2670,wordwish,1,1,1
2671,fini,4,1,4
2672,ipar-ira,1,1,1
2673,ikan,8,1,8
2674,worldfish,1,1,1
2675,ppp,2,1,2
2676,tilapia,2,1,2
2677,jenerozidade,1,1,1
2678,ong,2,1,2
2679,governamentál,1,1,1
2680,hewitt,1,1,1
2681,non,1,1,1
2682,pedro,17,1,17
2683,enkoraza,1,1,1
2684,mal-nutrisaun,4,1,4
2685,efisiénsia,4,1,4
2686,kadeia,7,1,7
2687,modalidade,8,1,8
2688,philip,2,1,2
2689,zelándia,5,1,5
2690,munísipiu,2,1,2
2691,lia-na'in,1,1,1
2692,bua-malus,2,1,2
2693,kkln,6,1,6
2694,haraik,2,1,2
2695,ibun,5,1,5
2696,hakotu,18,1,18
2697,veteranus,1,1,1
2698,monumentu,6,1,6
2699,matak-malirin,3,1,3
2700,libertasaun,22,1,22
2701,jestu,3,1,3
2702,lolo,1,1,1
2703,sakrifika-an,1,1,1
2704,setembro,5,1,5
2705,responsável,8,1,8
2706,negro,1,1,1
2707,lia-bolu,1,1,1
2708,technology,3,1,3
2709,teknolojia,18,1,18
2710,kompete,18,1,18
2711,communication,1,1,1
2712,ict,2,1,2
2713,information,1,1,1
2714,and,6,1,6
2715,abr,16,1,16
2716,saldanha,11,1,11
2717,camp,2,1,2
2718,prizaun,15,1,15
2719,prizioneiru,16,1,16
2720,emerjente,1,1,1
2721,inkéritu,2,1,2
2722,libérée,1,1,1
2723,investigadór,6,1,6
2724,testemuña,1,1,1
2725,indiferensa,1,1,1
2726,tristeza,1,1,1
2727,padre,9,1,9
2728,carring,1,1,1
2729,about,1,1,1
2730,devaux,1,1,1
2731,franseza,4,1,4
2732,gratidaun,1,1,1
2733,kruél,1,1,1
2734,rasin,2,1,2
2735,parole,1,1,1
2736,traisaun,4,1,4
2737,victims’,1,1,1
2738,sexuál,4,1,4
2739,labarik’,1,1,1
2740,fundadór,2,1,2
2741,moras’,1,1,1
2742,not,1,1,1
2743,enkomenda,1,1,1
2744,konfiansa,7,1,7
2745,komunika,1,1,1
2746,ois,1,1,1
2747,association,1,1,1
2748,fran,1,1,1
2749,profunda,5,1,5
2750,pedófilu,1,1,1
2751,akuza,1,1,1
2752,abuzu,4,1,4
2753,gás,1,1,1
2754,alem-de,1,1,1
2755,sedauk,1,1,1
2756,stvj,1,1,1
2757,alarga,1,1,1
2758,dnfp,1,1,1
2759,otelaria,1,1,1
2760,métodu,3,1,3
2761,móvel,3,1,3
2762,negosiu,2,1,2
2763,ospitalidade,1,1,1
2764,alvu,7,1,7
2765,suai-loro,3,1,3
2766,maka'as,4,1,4
2767,potensiál,3,1,3
2768,empregadór,1,1,1
2769,nasonál,1,1,1
2770,alarico,11,1,11
2771,klasifikasaun,6,1,6
2772,vensimentu,1,1,1
2773,kapital,2,1,2
2774,saláriu,7,1,7
2775,ekonómiku,17,1,17
2776,kategoria,10,1,10
2777,mákina,4,1,4
2778,menór,4,1,4
2779,alokadu,20,1,20
2780,ezekusaun,23,1,23
2781,bens,3,1,3
2782,esensiál,5,1,5
2783,loren,1,1,1
2784,kbiit-laek,34,1,34
2785,urufú,2,1,2
2786,benifisiária,1,1,1
2787,lepoldina,1,1,1
2788,holarua,12,1,12
2789,kbi’it-laek,1,1,1
2790,leste,3,1,3
2791,ukl,6,1,6
2792,inagurasaun,3,1,3
2793,baixa,21,1,21
2794,vigora,16,1,16
2795,dala-,52,1,52
2796,ee,72,1,72
2797,renovasaun,15,1,15
2798,entrada,6,1,6
2799,prezide,2,1,2
2800,natón,2,1,2
2801,plenária,5,1,5
2802,expo,7,1,7
2803,sexta,26,1,26
2804,oriente,2,1,2
2805,jeografia,1,1,1
2806,kafé,26,1,26
2807,aned-tl,2,1,2
2808,tais,11,1,11
2809,natureza,3,1,3
2810,esplikasaun,2,1,2
2811,vanila,1,1,1
2812,mamramo,1,1,1
2813,marsu,36,1,36
2814,nakonu,5,1,5
2815,dubai,11,1,11
2816,konversa,4,1,4
2817,expozisaun,2,1,2
2818,interesante,2,1,2
2819,úniku,3,1,3
2820,pavillaun,4,1,4
2821,parasetamol,1,1,1
2822,salva,13,1,13
2823,espalla,8,1,8
2824,hat,1,1,1
2825,gratuita,6,1,6
2826,zumalai,6,1,6
2827,isin-manas,8,1,8
2828,efeitu,17,1,17
2829,bosok,3,1,3
2830,lepo,2,1,2
2831,malirin,3,1,3
2832,hoax,5,1,5
2833,rezolusaun,34,1,34
2834,sensibilizasaun,8,1,8
2835,hour,1,1,1
2836,bandu,30,1,30
2837,retira,2,1,2
2838,kartaun,11,1,11
2839,reforsa,8,1,8
2840,balibar,1,1,1
2841,pameran,1,1,1
2842,feira,4,1,4
2843,temporáriu,6,1,6
2844,kinta,29,1,29
2845,kasnafar,1,1,1
2846,happy,2,1,2
2847,vise-ministru,1,1,1
2848,própriu,4,1,4
2849,motór,2,1,2
2850,masami,5,1,5
2851,melloramentu,3,1,3
2852,doasaun,12,1,12
2853,konsolida,2,1,2
2854,aterajen,2,1,2
2855,rejionál,5,1,5
2856,juli,4,1,4
2857,obetivu,1,1,1
2858,tore-kontrolu,1,1,1
2859,estensaun,30,1,30
2860,konetivade,1,1,1
2861,potensialmente,2,1,2
2862,subramaniam,1,1,1
2863,pista,2,1,2
2864,mitra,2,1,2
2865,estratéjiku,3,1,3
2866,deklina,1,1,1
2867,dedikadu,3,1,3
2868,perturba,1,1,1
2869,ramesh,1,1,1
2870,sunil,2,1,2
2871,augusto,6,1,6
2872,mellora,8,1,8
2873,terminál,2,1,2
2874,dezigualidade,1,1,1
2875,aliña,1,1,1
2876,espansaun,4,1,4
2877,idea,1,1,1
2878,transformativu,1,1,1
2879,aipnl,9,1,9
2880,redús,1,1,1
2881,aéreu,7,1,7
2882,kinefuchi,4,1,4
2883,reabilitasaun,10,1,10
2884,komprometidu,4,1,4
2885,mathur,2,1,2
2886,mortalidade,2,1,2
2887,fuma,2,1,2
2888,elimina,3,1,3
2889,epidemia,1,1,1
2890,hadi’ak,5,1,5
2891,reenfatiza,1,1,1
2892,arvid,1,1,1
2893,saude,1,1,1
2894,koñesida,1,1,1
2895,tb,11,1,11
2896,tuberkuloze,6,1,6
2897,estratejia,2,1,2
2898,eliminasaun,1,1,1
2899,komprimisu,1,1,1
2900,city-,1,1,1
2901,insidénsia,2,1,2
2902,hapara,17,1,17
2903,estimasaun,2,1,2
2904,imi-nia,10,1,10
2905,kolega,7,1,7
2906,aifaesa,12,1,12
2907,fresku,3,1,3
2908,vendedór,20,1,20
2909,ruin,3,1,3
2910,obrigasaun,8,1,8
2911,uniforme,11,1,11
2912,inspesaun,20,1,20
2913,na’an,13,1,13
2914,kabun,2,1,2
2915,diferente,6,1,6
2916,dois’,1,1,1
2917,matadouru,4,1,4
2918,konsumidór,6,1,6
2919,alimentár,6,1,6
2920,kompetisaun,9,1,9
2921,monteiro,5,1,5
2922,kuantidade,7,1,7
2923,baru,2,1,2
2924,múzika,1,1,1
2925,bara-barak,5,1,5
2926,dudu,2,1,2
2927,tebe-tebe,1,1,1
2928,nusá,7,1,7
2929,kampu,21,1,21
2930,karosa,3,1,3
2931,carlito,3,1,3
2932,tuituir,2,1,2
2933,ambulante,1,1,1
2934,kampung,5,1,5
2935,dezempregu,3,1,3
2936,alves,4,1,4
2937,tékniku-vokasional,1,1,1
2938,envolve-an,2,1,2
2939,formál,4,1,4
2940,sekundáriu,8,1,8
2941,gadk,2,1,2
2942,kurikulár,1,1,1
2943,imprime,2,1,2
2944,impresaun,4,1,4
2945,dni,1,1,1
2946,gon,2,1,2
2947,baratu,3,1,3
2948,finál,9,1,9
2949,submisaun,1,1,1
2950,fiber,1,1,1
2951,konkursu,3,1,3
2952,ótika,2,1,2
2953,deputada,12,1,12
2954,lailais,1,1,1
2955,fibra,2,1,2
2956,optic,1,1,1
2957,estimativu,2,1,2
2958,interligasaun,1,1,1
2959,internet,12,1,12
2960,ijiene,3,1,3
2961,hahalok,7,1,7
2962,regula,2,1,2
2963,koordena,7,1,7
2964,órden,6,1,6
2965,espasu,7,1,7
2966,fuel,2,1,2
2967,fase,8,1,8
2968,proibisaun,6,1,6
2969,unipesoal,1,1,1
2970,mekar,1,1,1
2971,rezíduo,1,1,1
2972,anas,2,1,2
2973,bebora,3,1,3
2974,fatuhada,16,1,16
2975,dekretu-lei,13,1,13
2976,deshun,1,1,1
2977,ilimitadu,1,1,1
2978,swap,2,1,2
2979,primeru-ministru,3,1,3
2980,restrisaun,8,1,8
2981,fleksibiliza,2,1,2
2982,munisípál,2,1,2
2983,semanál,1,1,1
2984,rekezitu,4,1,4
2985,altura,2,1,2
2986,primeiru-minisru,1,1,1
2987,naturalmente,5,1,5
2988,normalizasaun,5,1,5
2989,sita,4,1,4
2990,rekuperadu,24,1,24
2991,óbitu,27,1,27
2992,sijk,83,1,83
2993,pozitivu,43,1,43
2994,detetadu,12,1,12
2995,mitigasaun,9,1,9
2996,forsa-tarefa,4,1,4
2997,abeto,1,1,1
2998,atakasaun,1,1,1
2999,haloot,1,1,1
3000,populár,5,1,5
3001,avakuasaun,1,1,1
3002,influensia,6,1,6
3003,ezemplár,2,1,2
3004,katedrál,1,1,1
3005,sasin,1,1,1
3006,daitula,1,1,1
3007,nascimento,5,1,5
3008,sábadu,17,1,17
3009,tentativa,3,1,3
3010,armada,5,1,5
3011,espírito,1,1,1
3012,motor,3,1,3
3013,lembra,3,1,3
3014,protagonista,2,1,2
3015,exemplár,1,1,1
3016,basílio,6,1,6
3017,podér,5,1,5
3018,referendu,1,1,1
3019,vigáriu,2,1,2
3020,história,1,1,1
3021,simboliza,1,1,1
3022,septimúnsia,1,1,1
3023,natar-na’in,1,1,1
3024,pad,8,1,8
3025,tenik,5,1,5
3026,atanacio,1,1,1
3027,borges,2,1,2
3028,to’os,9,1,9
3029,antusiazmu,1,1,1
3030,natar,6,1,6
3031,agrikutór,1,1,1
3032,agríkola,8,1,8
3033,agríkultura,4,1,4
3034,dnea,3,1,3
3035,vital,1,1,1
3036,konsesu,1,1,1
3037,caiero,1,1,1
3038,irigasaun,4,1,4
3039,wee,1,1,1
3040,agrikultór,26,1,26
3041,espesialista,8,1,8
3042,meterolojia,2,1,2
3043,auditóriu,5,1,5
3044,marjinalizadu,1,1,1
3045,disponibiliza,4,1,4
3046,médiku-espesialista,1,1,1
3047,casa,11,1,11
3048,inan-isin,1,1,1
3049,akompan,1,1,1
3050,aberta,3,1,3
3051,inkluzivu’,1,1,1
3052,non-governamentál,4,1,4
3053,artezenatu,1,1,1
3054,civil,8,1,8
3055,prezidénsial,1,1,1
3056,signifikadu,1,1,1
3057,empoderamentu,1,1,1
3058,lere,22,1,22
3059,anan,13,1,13
3060,familiariza,1,1,1
3061,destaka,4,1,4
3062,timur,15,1,15
3063,maiór,12,1,12
3064,tiru-malu,2,1,2
3065,tenente-jenerál,2,1,2
3066,moderada,1,1,1
3067,externa,2,1,2
3068,destakamentu,1,1,1
3069,seloi,2,1,2
3070,prémiu,11,1,11
3071,uma-tolu,2,1,2
3072,paíz,2,1,2
3073,zero,3,1,3
3074,kairui,2,1,2
3075,iresponsável,1,1,1
3076,lixu,9,1,9
3077,habali,1,1,1
3078,ambiente’,1,1,1
3079,nakfilak-an,1,1,1
3080,toleránsia,1,1,1
3081,malere,2,1,2
3082,pertense,4,1,4
3083,mean,5,1,5
3084,premiadu,2,1,2
3085,vi,1,1,1
3086,na’i,3,1,3
3087,tasi-ibun,4,1,4
3088,ai-horis,1,1,1
3089,krimi,1,1,1
3090,in,20,1,20
3091,manán-na,6,1,6
3092,arsenio,4,1,4
3093,hamrook,2,1,2
3094,pante-makassar,2,1,2
3095,bee-mos,1,1,1
3096,noafafo,1,1,1
3097,cunha,4,1,4
3098,lot,1,1,1
3099,superintendentepolísia,2,1,2
3100,adelina,3,1,3
3101,kargu,18,1,18
3102,mekanizmu,5,1,5
3103,diviza,1,1,1
3104,medisa,3,1,3
3105,dezafia,1,1,1
3106,fardamentu,2,1,2
3107,igualdade’,1,1,1
3108,saudavél,1,1,1
3109,edukativa,2,1,2
3110,índia,16,1,16
3111,diagnostikadu,1,1,1
3112,kalkula,1,1,1
3113,izolamentu,27,1,27
3114,kompensasaun,10,1,10
3115,bai-loro,2,1,2
3116,grobak,1,1,1
3117,lesu,2,1,2
3118,ai-liku,1,1,1
3119,alcino,8,1,8
3120,berusaha,1,1,1
3121,konsumu,4,1,4
3122,maran,3,1,3
3123,orfanatu,1,1,1
3124,alola,4,1,4
3125,estraga,18,1,18
3126,mascarinhas,2,1,2
3127,non-governamental,1,1,1
3128,fim,1,1,1
3129,bebé,25,1,25
3130,responsabiliza,8,1,8
3131,sabino,6,1,6
3132,konsekénsia,2,1,2
3133,interinu,5,1,5
3134,inferinu,1,1,1
3135,eventualidade,3,1,3
3136,konselllu,1,1,1
3137,tranzita,1,1,1
3138,distansiamentu,4,1,4
3139,prazu,7,1,7
3140,máskara,24,1,24
3141,regra,50,1,50
3142,aprezentasaun,18,1,18
3143,vijénsia,1,1,1
3144,diagnóstiku,4,1,4
3145,indivíduo,4,1,4
3146,alterasaun,37,1,37
3147,okorénsia,1,1,1
