id,Label,tf,df,tdf,stopword
8376,imigrantes,1,1,1,0
8377,imigrante,1,1,1,0
8378,imersos,1,1,1,0
8379,imergir,1,1,1,0
8380,imerecido,2,2,4,0
8381,imerecida,235,215,50525,0
8382,imenso,2,2,4,0
8383,imensidade,2,2,4,0
8384,imensa,3,3,9,0
8385,imediato,4,4,16,0
8386,imediatamente,62,61,3782,0
8387,imbondeiro,3,3,9,0
8388,imaginemos,2,2,4,0
8389,imaginei,3,3,9,0
8390,imagine,41,41,1681,0
8391,imaginação,37,33,1221,0
8392,imaginava,2,2,4,0
8393,imaginassem,2,2,4,0
8394,imaginas,1,1,1,0
8395,imaginarmos,2,2,4,0
8396,imaginar,14,14,196,0
8397,imaginando,3,3,9,0
8398,imaginamos,3,3,9,0
8399,imaginam,2,2,4,0
8400,imagina,2,2,4,0
8401,imagens,6,6,36,0
8402,imagem,85,76,6460,0
8403,imaculado,1,1,1,0
8404,imaculada,2,2,4,0
8405,ilírico,1,1,1,0
8406,ilícitas,1,1,1,0
8407,ilustre,3,3,9,0
8408,ilustrações,28,25,700,0
8409,ilustração,61,59,3599,0
8410,ilustrativo,1,1,1,0
8411,ilustrar,2,2,4,0
8412,ilustra,1,1,1,0
8413,iluminou,1,1,1,0
8414,iluminem,1,1,1,0
8415,ilumine,2,2,4,0
8416,iluminar,5,5,25,0
8417,iluminando,1,1,1,0
8418,iluminados,1,1,1,0
8419,iluminadores,1,1,1,0
8420,iluminado,1,1,1,0
8421,iluminadas,1,1,1,0
8422,iluminada,1,1,1,0
8423,ilumina,3,3,9,0
8424,iludido,1,1,1,0
8425,iluda,1,1,1,0
8426,illinois,1,1,1,0
8427,ilhas,20,18,360,0
8428,ilha,14,14,196,0
8429,ilegítimos,1,1,1,0
8430,iii,6,6,36,0
8431,ii,6,6,36,0
8432,iguarias,3,3,9,0
8433,igualmente,3,3,9,0
8434,iguale,1,1,1,0
8435,igualdade,7,7,49,0
8436,igual,34,32,1088,0
8437,iguais,21,21,441,0
8438,igrejas,14,13,182,0
8439,igreja,100,90,9000,0
8440,ignorância,7,7,49,0
8441,ignorou,1,1,1,0
8442,ignorava,1,1,1,0
8443,ignorar,1,1,1,0
8444,ignorantes,4,4,16,0
8445,ignorante,1,1,1,0
8446,ignorancia,1,1,1,0
8447,ignoram,1,1,1,0
8448,idólatras,4,4,16,0
8449,idólatra,1,1,1,0
8450,idéias,2,2,4,0
8451,idumeia,1,1,1,0
8452,idosos,15,15,225,0
8453,idoso,26,26,676,0
8454,idosas,4,4,16,0
8455,idosa,5,5,25,0
8456,idolatrias,1,1,1,0
8457,idolatria,12,12,144,0
8458,ido,10,10,100,0
8459,idiomas,28,28,784,0
8460,idioma,33,32,1056,0
8461,identifique,2,2,4,0
8462,identificou,1,1,1,0
8463,identificação,7,7,49,0
8464,identificar,12,12,144,0
8465,identificamos,2,2,4,0
8466,identificado,3,3,9,0
8467,identificadas,1,1,1,0
8468,identifica,2,2,4,0
8469,ideias,15,15,225,0
8470,ideia,32,32,1024,0
8471,ideal,4,4,16,0
8472,ideais,1,1,1,0
8473,ide,8,8,64,0
8474,idades,1,1,1,0
8475,idade,42,41,1722,0
8476,icónio,1,1,1,0
8477,iate,1,1,1,0
8478,ias,2,2,4,0
8479,ian,1,1,1,0
8480,iam,45,43,1935,0
8481,ia,66,64,4224,0
8482,i,4,4,16,0
8483,hóstias,1,1,1,0
8484,hóspedes,4,4,16,0
8485,hóspede,3,3,9,0
8486,hídricos,1,1,1,0
8487,héctor,4,4,16,0
8488,hão,4,4,16,1
8489,hás,2,2,4,0
8490,hálito,1,1,1,0
8491,hábitos,7,7,49,0
8492,hábito,5,5,25,0
8493,há,338,298,100724,1
8494,hutus,1,1,1,0
8495,husai,16,10,160,0
8496,hur,1,1,1,0
8497,hung,1,1,1,0
8498,humor,2,2,4,0
8499,humilhou,3,3,9,0
8500,humilhe,1,1,1,0
8501,humilhação,5,5,25,0
8502,humilharam,1,1,1,0
8503,humilhar,6,6,36,0
8504,humilhado,6,6,36,0
8505,humilhada,1,1,1,0
8506,humilha,1,1,1,0
8507,humildes,35,35,1225,0
8508,humildemente,4,4,16,0
8509,humilde,42,42,1764,0
8510,humildade,62,62,3844,0
8511,humidade,1,1,1,0
8512,humanos,96,96,9216,0
8513,humano,37,36,1332,0
8514,humanitária,4,4,16,0
8515,humanidade,43,43,1849,0
8516,humanas,10,9,90,0
8517,humana,39,39,1521,0
8518,hugues,2,2,4,0
8519,hu,1,1,1,0
8520,how,3,2,6,0
8521,houvesse,5,5,25,1
8522,houver,17,13,221,1
8523,houve,40,39,1560,1
8524,hostis,1,1,1,0
8525,hostilizem,1,1,1,0
8526,hossana,1,1,1,0
8527,hospitalidade,23,21,483,0
8528,hospitaleiros,6,6,36,0
8529,hospitaleiro,3,3,9,0
8530,hospitaleiramente,1,1,1,0
8531,hospitaleira,3,3,9,0
8532,hospital,25,23,575,0
8533,hospitais,7,6,42,0
8534,hospedeiro,2,2,4,0
8535,hospedava,2,2,4,0
8536,hospedastes,1,1,1,0
8537,hospedaria,2,2,4,0
8538,hospedagem,1,1,1,0
8539,hospedado,1,1,1,0
8540,hospeda,1,1,1,0
8541,horários,2,2,4,0
8542,hortelã,2,2,4,0
8543,hortas,1,1,1,0
8544,hortaliças,1,1,1,0
8545,horrível,1,1,1,0
8546,horríveis,2,2,4,0
8547,horrorizados,1,1,1,0
8548,horizontes,2,2,4,0
8549,horizonte,2,2,4,0
8550,horesa,2,2,4,0
8551,horeb,1,1,1,0
8552,horas,22,22,484,0
8553,hora,102,91,9282,0
8554,honrou,2,2,4,0
8555,honrosos,1,1,1,0
8556,honroso,4,4,16,0
8557,honrosas,1,1,1,0
8558,honrem,2,1,2,0
8559,honrava,1,1,1,0
8560,honrará,1,1,1,0
8561,honrar,18,18,324,0
8562,honrando,1,1,1,0
8563,honram,2,2,4,0
8564,honrados,1,1,1,0
8565,honrado,1,1,1,0
8566,honra,70,68,4760,0
8567,hong,2,2,4,0
8568,honestos,14,14,196,0
8569,honesto,18,18,324,0
8570,honestidade,17,16,272,0
8571,honestas,1,1,1,0
8572,honestamente,6,6,36,0
8573,honesta,6,6,36,0
8574,homossexualismo,2,2,4,0
8575,homossexual,1,1,1,0
8576,homossexuais,1,1,1,0
8577,homilia,1,1,1,0
8578,homicídio,2,2,4,0
8579,homicidas,1,1,1,0
8580,homens,444,418,185592,0
8581,homenagem,5,5,25,0
8582,homenagear,1,1,1,0
8583,homen,1,1,1,0
8584,homem,723,623,450429,0
8585,holocaustos,5,5,25,0
8586,holocausto,6,6,36,0
8587,holandês,1,1,1,0
8588,holanda,1,1,1,0
8589,hoje,319,315,100485,0
8590,hitoshi,5,3,15,0
8591,hitler,4,4,16,0
8592,históricos,1,1,1,0
8593,histórico,7,7,49,0
8594,histórias,13,13,169,0
8595,história,50,49,2450,0
8596,history,1,1,1,0
8597,historiadores,1,1,1,0
8598,historiador,3,3,9,0
8599,hissopo,1,1,1,0
8600,his,1,1,1,0
8601,hipócritas,16,16,256,0
8602,hipócrita,1,1,1,0
8603,hipotecada,1,1,1,0
8604,hipocrisia,12,12,144,0
8605,hinos,1,1,1,0
8606,hino,1,1,1,0
8607,himmler,3,3,9,0
8608,himeneu,2,2,4,0
8609,higiene,3,3,9,0
8610,hierápolis,1,1,1,0
8611,hidropisia,1,1,1,0
8612,heteu,2,2,4,0
8613,herodíades,1,1,1,0
8614,herodião,1,1,1,0
8615,herodias,6,6,36,0
8616,herodianos,1,1,1,0
8617,herodes,54,50,2700,0
8618,hermógenes,1,1,1,0
8619,hermes,1,1,1,0
8620,hermas,1,1,1,0
8621,herdou,2,2,4,0
8622,herdeiros,10,9,90,0
8623,herdeiro,18,18,324,0
8624,herdeira,1,1,1,0
8625,herde,1,1,1,0
8626,herdarão,3,3,9,0
8627,herdará,3,3,9,0
8628,herdarem,1,1,1,0
8629,herdaram,2,2,4,0
8630,herdar,10,10,100,0
8631,herdamos,3,3,9,0
8632,herdam,5,5,25,0
8633,herdado,1,1,1,0
8634,herança,28,28,784,0
8635,henschel,2,2,4,0
8636,henrique,1,1,1,0
8637,hemorragia,2,2,4,0
8638,hemoroissa,1,1,1,0
8639,hemoglobina,1,1,1,0
8640,heinrich,1,1,1,0
8641,hein,1,1,1,0
8642,hei,2,2,4,1
8643,hegando,1,1,1,0
8644,hebreus,47,47,2209,0
8645,hebreu,1,1,1,0
8646,hebreias,1,1,1,0
8647,hebraico,8,8,64,0
8648,hebraicas,2,2,4,0
8649,hebraica,7,7,49,0
8650,heb,3,3,9,0
8651,haykanush,6,5,30,0
8652,hayes,2,2,4,0
8653,havido,1,1,1,0
8654,haviam,25,25,625,0
8655,havia,199,187,37213,0
8656,haverá,45,43,1935,0
8657,haveria,6,6,36,0
8658,haveres,1,1,1,0
8659,haver,21,21,441,0
8660,havemos,2,2,4,1
8661,haste,3,3,9,0
8662,harã,3,2,6,0
8663,harpas,3,3,9,0
8664,harpa,7,7,49,0
8665,harmoniosamente,5,5,25,0
8666,harmonia,21,21,441,0
8667,hanák,1,1,1,0
8668,hananias,1,1,1,0
8669,haja,25,25,625,1
8670,habituam,1,1,1,0
8671,habitual,2,2,4,0
8672,habitou,2,2,4,0
8673,habite,1,1,1,0
8674,habitação,1,1,1,0
8675,habitavam,2,2,4,0
8676,habitava,2,2,4,0
8677,habitastes,1,1,1,0
8678,habitas,2,2,4,0
8679,habitareis,1,1,1,0
8680,habitar,2,2,4,0
8681,habitantes,14,13,182,0
8682,habitais,1,1,1,0
8683,habitada,16,16,256,0
8684,habita,2,2,4,0
8685,habilitou,3,3,9,0
8686,habilidades,8,8,64,0
8687,habilidade,12,12,144,0
8688,habacuc,1,1,1,0
8689,ha,6,6,36,0
8690,h,2,2,4,0
8691,gômer,2,2,4,0
8692,gólgota,1,1,1,0
8693,gênesis,9,9,81,0
8694,gênero,1,1,1,0
8695,gérmenes,1,1,1,0
8696,génesis,1,1,1,0
8697,género,1,1,1,0
8698,gémeo,1,1,1,0
8699,gálatas,8,8,64,0
8700,gál,1,1,1,0
8701,gust,4,4,16,0
8702,gumes,2,2,4,0
8703,guiu,1,1,1,0
8704,guie,3,3,9,0
8705,guiava,3,3,9,0
8706,guiassem,1,1,1,0
8707,guias,4,4,16,0
8708,guiarem,1,1,1,0
8709,guiar,12,12,144,0
8710,guiando,2,2,4,0
8711,guiana,5,5,25,0
8712,guiamos,2,2,4,0
8713,guiam,2,2,4,0
8714,guiais,1,1,1,0
8715,guiados,14,14,196,0
8716,guiado,6,6,36,0
8717,guiada,3,3,9,0
8718,guia,9,9,81,0
8719,guerusalémra,1,1,1,0
8720,guerrilheiros,4,4,16,0
8721,guerreiro,4,4,16,0
8722,guerreiam,1,1,1,0
8723,guerreia,1,1,1,0
8724,guerrearei,1,1,1,0
8725,guerrear,6,6,36,0
8726,guerras,20,17,340,0
8727,guerra,94,89,8366,0
8728,guardou,1,1,1,0
8729,guardião,1,1,1,0
8730,guardem,1,1,1,0
8731,guarde,8,8,64,0
8732,guardava,4,4,16,0
8733,guardas,7,7,49,0
8734,guardará,1,1,1,0
8735,guardares,1,1,1,0
8736,guardarei,1,1,1,0
8737,guardaram,3,3,9,0
8738,guardar,19,19,361,0
8739,guardam,4,4,16,0
8740,guardados,4,4,16,0
8741,guardado,1,1,1,0
8742,guardadas,2,2,4,0
8743,guarda,19,19,361,0
8744,guadalupe,3,3,9,0
8745,gua,1,1,1,0
8746,grécia,4,4,16,0
8747,grãos,4,3,12,0
8748,grão,10,10,100,0
8749,grávidas,5,5,25,0
8750,grávida,11,11,121,0
8751,gráfica,3,3,9,0
8752,grutas,1,1,1,0
8753,gruta,1,1,1,0
8754,grupos,23,23,529,0
8755,grupo,64,62,3968,0
8756,grosso,1,1,1,0
8757,gritou,17,17,289,0
8758,gritos,7,7,49,0
8759,grito,7,7,49,0
8760,gritavam,7,7,49,0
8761,gritava,5,5,25,0
8762,gritará,3,3,9,0
8763,gritaria,4,4,16,0
8764,gritaram,6,6,36,0
8765,gritar,11,11,121,0
8766,gritando,5,5,25,0
8767,gritam,2,2,4,0
8768,grita,5,5,25,0
8769,gregos,13,13,169,0
8770,gregory,1,1,1,0
8771,grego,21,19,399,0
8772,gregas,7,7,49,0
8773,grega,26,24,624,0
8774,graças,54,52,2808,0
8775,graça,32,30,960,0
8776,gravuras,3,3,9,0
8777,gravou,1,1,1,0
8778,gravidez,1,1,1,0
8779,gravidade,2,2,4,0
8780,graves,24,20,480,0
8781,gravemente,5,5,25,0
8782,grave,20,20,400,0
8783,gravações,3,3,9,0
8784,gravar,1,1,1,0
8785,gravados,2,2,4,0
8786,gravado,1,1,1,0
8787,gravadas,1,1,1,0
8788,gravada,1,1,1,0
8789,grava,1,1,1,0
8790,grau,2,2,4,0
8791,gratuitos,2,2,4,0
8792,gratuito,2,2,4,0
8793,gratuitamente,3,3,9,0
8794,gratuita,2,2,4,0
8795,gratuidade,3,1,3,0
8796,gratos,26,26,676,0
8797,grato,19,19,361,0
8798,gratificante,3,3,9,0
8799,gratidão,56,55,3080,0
8800,gratas,1,1,1,0
8801,grata,3,3,9,0
8802,granizo,6,5,30,0
8803,grandíssimo,1,1,1,0
8804,grandioso,7,7,49,0
8805,grandiosas,1,1,1,0
8806,grandiosa,1,1,1,0
8807,grandezas,2,2,4,0
8808,grandeza,7,7,49,0
8809,grandes,77,76,5852,0
8810,grandemente,1,1,1,0
8811,grande,429,415,178035,0
8812,grandalhão,1,1,1,0
8813,gran,1,1,1,0
8814,gramaticais,1,1,1,0
8815,grama,2,2,4,0
8816,graichen,1,1,1,0
8817,gradualmente,1,1,1,0
8818,gozou,1,1,1,0
8819,gozo,2,2,4,0
8820,gozavam,1,1,1,0
8821,gozava,2,2,4,0
8822,gozar,3,3,9,0
8823,gozam,1,1,1,0
8824,governou,1,1,1,0
8825,governos,52,49,2548,0
8826,governo,57,56,3192,0
8827,governavam,2,1,2,0
8828,governava,2,2,4,0
8829,governasse,1,1,1,0
8830,governarão,1,1,1,0
8831,governará,1,1,1,0
8832,governaria,1,1,1,0
8833,governarem,1,1,1,0
8834,governar,23,23,529,0
8835,governantes,10,10,100,0
8836,governante,34,33,1122,0
8837,governando,8,8,64,0
8838,governamos,1,1,1,0
8839,governamentais,1,1,1,0
8840,governam,2,2,4,0
8841,governais,1,1,1,0
8842,governados,4,4,16,0
8843,governadores,7,7,49,0
8844,governador,20,20,400,0
8845,governado,4,4,16,0
8846,governadas,2,2,4,0
8847,governada,2,2,4,0
8848,governa,4,4,16,0
8849,gotinhas,2,2,4,0
8850,gotinha,2,2,4,0
8851,gotas,8,8,64,0
8852,gota,1,1,1,0
8853,gostávamos,2,2,4,0
8854,gostou,8,7,56,0
8855,gostosas,2,2,4,0
8856,gostos,1,1,1,0
8857,gosto,13,13,169,0
8858,gostemos,1,1,1,0
8859,gostem,1,1,1,0
8860,gostei,1,1,1,0
8861,goste,2,2,4,0
8862,gostavam,9,9,81,0
8863,gostava,11,11,121,0
8864,gostasse,1,1,1,0
8865,gostaríamos,5,5,25,0
8866,gostariam,1,1,1,0
8867,gostaria,20,19,380,0
8868,gostaram,3,3,9,0
8869,gostar,15,15,225,0
8870,gostamos,14,14,196,0
8871,gostam,19,18,342,0
8872,gostado,1,1,1,0
8873,gosta,22,21,462,0
8874,gorjetas,1,1,1,0
8875,gorjeta,2,1,2,0
8876,gordura,1,1,1,0
8877,gordos,1,1,1,0
8878,gordo,8,8,64,0
8879,gordas,1,1,1,0
8880,gongo,1,1,1,0
8881,gomorra,7,7,49,0
8882,golpes,7,7,49,0
8883,golpeie,1,1,1,0
8884,golpear,3,3,9,0
8885,golpeado,1,1,1,0
8886,golpe,3,3,9,0
8887,golias,16,15,240,0
8888,golgota,1,1,1,0
8889,golfinhos,2,2,4,0
8890,golden,2,2,4,0
8891,gokanja,1,1,1,0
8892,gogue,10,10,100,0
8893,goela,1,1,1,0
8894,glória,139,128,17792,0
8895,glutões,1,1,1,0
8896,glutão,3,3,9,0
8897,glossário,1,1,1,0
8898,gloriosos,3,3,9,0
8899,glorioso,14,14,196,0
8900,gloriosas,6,6,36,0
8901,gloriosa,18,18,324,0
8902,glorifiquem,4,4,16,0
8903,glorificou,3,3,9,0
8904,glorifico,1,1,1,0
8905,glorificavam,1,1,1,0
8906,glorificassem,1,1,1,0
8907,glorificarão,2,2,4,0
8908,glorificará,1,1,1,0
8909,glorificaram,4,4,16,0
8910,glorificar,8,8,64,0
8911,glorificando,5,5,25,0
8912,glorificam,1,1,1,0
8913,glorificados,3,3,9,0
8914,glorificado,6,6,36,0
8915,glorificada,1,1,1,0
8916,glorifica,1,1,1,0
8917,global,3,3,9,0
8918,glen,3,2,6,0
8919,girar,2,2,4,0
8920,girando,1,1,1,0
8921,gileade,7,6,42,0
8922,gigantes,2,2,4,0
8923,gigante,6,6,36,0
8924,gideão,5,5,25,0
8925,getsêmani,2,2,4,0
8926,getsémani,1,1,1,0
8927,gestão,2,2,4,0
8928,gestos,1,1,1,0
8929,gesto,3,3,9,0
8930,gerou,1,1,1,0
8931,germinar,2,2,4,0
8932,gerizim,2,2,4,0
8933,gerações,6,6,36,0
8934,geração,40,34,1360,0
8935,gerasenos,3,3,9,0
8936,gerar,3,3,9,0
8937,geram,2,2,4,0
8938,geralmente,25,25,625,0
8939,geral,19,19,361,0
8940,gerais,1,1,1,0
8941,gerado,8,6,48,0
8942,gera,3,3,9,0
8943,george,4,4,16,0
8944,geométrica,1,1,1,0
8945,genética,1,1,1,0
8946,genuíno,3,3,9,0
8947,genuinamente,1,1,1,0
8948,gentil,1,1,1,0
8949,gente,84,81,6804,0
8950,genro,2,2,4,0
8951,genesaré,3,3,9,0
8952,generosos,2,2,4,0
8953,generoso,16,16,256,0
8954,generosidade,7,7,49,0
8955,generosamente,4,3,12,0
8956,generosa,3,3,9,0
8957,generalizado,1,1,1,0
8958,general,2,1,2,0
8959,generais,1,1,1,0
8960,genealogias,3,3,9,0
8961,genealogia,4,3,12,0
8962,gemidos,2,2,4,0
8963,gemiam,1,1,1,0
8964,gemer,3,3,9,0
8965,gememos,6,6,36,0
8966,gemem,1,1,1,0
8967,gelo,2,2,4,0
8968,gelboe,1,1,1,0
8969,geena,11,11,121,0
8970,gay,1,1,1,0
8971,gavin,12,12,144,0
8972,gastou,2,2,4,0
8973,gastos,4,4,16,0
8974,gasto,3,3,9,0
8975,gastem,1,1,1,0
8976,gaste,1,1,1,0
8977,gastava,1,1,1,0
8978,gastares,1,1,1,0
8979,gastarei,1,1,1,0
8980,gastaram,2,2,4,0
8981,gastara,1,1,1,0
8982,gastar,5,5,25,0
8983,gastado,1,1,1,0
8984,gaspé,1,1,1,0
8985,garrafas,1,1,1,0
8986,garganta,3,3,9,0
8987,garanto,4,4,16,0
8988,garantiu,6,6,36,0
8989,garantir,3,3,9,0
8990,garantido,3,3,9,0
8991,garantias,3,3,9,0
8992,garantia,20,19,380,0
8993,garantes,1,1,1,0
8994,garante,8,8,64,0
8995,garagem,1,1,1,0
8996,ganância,12,12,144,0
8997,ganhávamos,1,1,1,0
8998,ganhássemos,2,2,4,0
8999,ganhou,6,6,36,0
9000,ganho,13,13,169,0
9001,ganhavam,1,1,1,0
9002,ganhava,3,3,9,0
9003,ganhaste,1,1,1,0
9004,ganharemos,2,2,4,0
9005,ganhar,34,33,1122,0
9006,ganhando,2,2,4,0
9007,ganhamos,3,3,9,0
9008,ganham,3,3,9,0
9009,ganhado,2,2,4,0
9010,ganha,3,3,9,0
9011,gangues,1,1,1,0
9012,gangrena,1,1,1,0
9013,gangas,3,3,9,0
9014,gananciosos,3,3,9,0
9015,ganancioso,1,1,1,0
9016,gananciosas,1,1,1,0
9017,gamaliel,1,1,1,0
9018,galáxias,2,2,4,0
9019,galácia,4,4,16,0
9020,galope,1,1,1,0
9021,galo,7,5,35,0
9022,galinhas,2,2,4,0
9023,galinha,3,3,9,0
9024,galileus,5,3,15,0
9025,galileu,4,4,16,0
9026,galileia,64,64,4096,0
9027,gaio,3,3,9,0
9028,gail,1,1,1,0
9029,gagik,1,1,1,0
9030,gafanhotos,12,11,132,0
9031,gafanhoto,1,1,1,0
9032,gado,10,10,100,0
9033,gadarenos,1,1,1,0
9034,gad,1,1,1,0
9035,gabriel,11,10,110,0
9036,gabinete,1,1,1,0
9037,gabem,1,1,1,0
9038,gabe,3,3,9,0
9039,gabarei,1,1,1,0
9040,gabar,12,12,144,0
9041,gabando,1,1,1,0
9042,gabam,2,2,4,0
9043,gaba,4,4,16,0
9044,ga,2,1,2,0
9045,g,2,2,4,0
9046,fútil,2,2,4,0
9047,fúteis,3,3,9,0
9048,fúria,2,2,4,0
9049,fôssemos,9,9,81,1
9050,fôlego,2,2,4,0
9051,físicos,2,2,4,0
9052,físico,19,18,342,0
9053,físicas,4,4,16,0
9054,física,4,4,16,0
9055,fígado,1,1,1,0
9056,fêmea,1,1,1,0
9057,fértil,9,8,72,0
9058,férias,2,2,4,0
9059,félix,2,2,4,0
9060,fé,814,715,582010,0
9061,fátima,1,1,1,0
9062,fácil,61,60,3660,0
9063,fáceis,5,5,25,0
9064,fábulas,1,1,1,0
9065,fábricas,1,1,1,0
9066,futuros,11,11,121,0
9067,futuro,93,93,8649,0
9068,futuras,6,6,36,0
9069,futura,9,9,81,0
9070,futilidade,2,2,4,0
9071,fusão,2,2,4,0
9072,furtes,4,4,16,0
9073,furtem,2,2,4,0
9074,furte,1,1,1,0
9075,furtar,1,1,1,0
9076,furtam,2,2,4,0
9077,furta,1,1,1,0
9078,furor,5,5,25,0
9079,furiosos,7,6,42,0
9080,furioso,16,16,256,0
9081,furiosas,1,1,1,0
9082,furiosa,2,2,4,0
9083,furacões,2,2,4,0
9084,furacão,1,1,1,0
9085,funções,1,1,1,0
9086,função,8,8,64,0
9087,funeral,1,1,1,0
9088,funerais,1,1,1,0
9089,fundou,1,1,1,0
9090,fundos,1,1,1,0
9091,fundo,15,15,225,0
9092,fundidor,1,1,1,0
9093,fundação,8,8,64,0
9094,fundavam,1,1,1,0
9095,fundar,2,2,4,0
9096,fundando,2,2,4,0
9097,fundamento,3,3,9,0
9098,fundamental,7,7,49,0
9099,fundamentais,8,8,64,0
9100,fundador,1,1,1,0
9101,fundadas,1,1,1,0
9102,fundada,5,5,25,0
9103,funcionários,6,6,36,0
9104,funcionário,2,2,4,0
9105,funcionou,1,1,1,0
9106,funcionario,1,1,1,0
9107,funcionaria,2,2,4,0
9108,funcionamento,3,3,9,0
9109,funciona,7,7,49,0
9110,funcbre,1,1,1,0
9111,fumo,13,9,117,0
9112,fumegava,2,2,4,0
9113,fumegar,1,1,1,0
9114,fumegante,2,2,4,0
9115,fumega,1,1,1,0
9116,fumar,3,3,9,0
9117,fujam,7,7,49,0
9118,fuja,2,2,4,0
9119,fui,63,57,3591,1
9120,fugiu,9,9,81,0
9121,fugitivos,1,1,1,0
9122,fugitivo,2,2,4,0
9123,fugirão,1,1,1,0
9124,fugirá,2,2,4,0
9125,fugiram,11,11,121,0
9126,fugir,27,26,702,0
9127,fugindo,3,3,9,0
9128,fugimos,1,1,1,0
9129,fugido,5,5,25,0
9130,fugiam,1,1,1,0
9131,fugia,1,1,1,0
9132,fuga,3,3,9,0
9133,fua,1,1,1,0
9134,frágil,1,1,1,0
9135,frutos,51,43,2193,0
9136,fruto,77,73,5621,0
9137,frutas,6,5,30,0
9138,frustração,2,2,4,0
9139,frustrados,1,1,1,0
9140,fruir,1,1,1,0
9141,fronteiras,3,3,9,0
9142,fronteira,2,2,4,0
9143,frio,7,6,42,0
9144,frieza,1,1,1,0
9145,fria,1,1,1,0
9146,frescura,1,1,1,0
9147,fresco,2,2,4,0
9148,fresca,1,1,1,0
9149,frequência,7,7,49,0
9150,frequentássemos,2,2,4,0
9151,frequentou,2,2,4,0
9152,frequentemente,5,5,25,0
9153,frequente,2,2,4,0
9154,frequentavam,3,3,9,0
9155,frequentar,3,3,9,0
9156,frequentamos,1,1,1,0
9157,frente,72,70,5040,0
9158,frelimo,3,3,9,0
9159,freiras,7,7,49,0
9160,freios,3,3,9,0
9161,freio,2,2,4,0
9162,fraude,2,2,4,0
9163,fraturei,1,1,1,0
9164,fraterno,1,1,1,0
9165,fraternidade,13,13,169,0
9166,fraternal,83,78,6474,0
9167,fraterna,6,6,36,0
9168,frase,5,5,25,0
9169,frasco,3,3,9,0
9170,fraquinha,1,1,1,0
9171,fraquezas,44,41,1804,0
9172,fraqueza,18,17,306,0
9173,fraqueje,1,1,1,0
9174,frança,11,11,121,0
9175,franqueza,2,2,4,0
9176,franjas,1,1,1,0
9177,franja,1,1,1,0
9178,francês,6,6,36,0
9179,francesa,6,6,36,0
9180,frances,2,2,4,0
9181,francamente,1,1,1,0
9182,frade,1,1,1,0
9183,fracote,1,1,1,0
9184,fracos,24,23,552,0
9185,fraco,18,18,324,0
9186,fracasso,7,7,49,0
9187,fracas,4,4,16,0
9188,fraca,11,11,121,0
9189,fotos,7,7,49,0
9190,foto,1,1,1,0
9191,fostes,3,3,9,0
9192,foste,8,7,56,0
9193,fossemos,1,1,1,0
9194,fossemdevolvidos,1,1,1,0
9195,fossem,54,53,2862,1
9196,fosse,111,106,11766,1
9197,fosmire,1,1,1,0
9198,forças,39,39,1521,0
9199,forçaram,1,1,1,0
9200,forçados,7,7,49,0
9201,forçado,1,1,1,0
9202,forçadas,2,2,4,0
9203,força,126,126,15876,0
9204,fortunato,1,1,1,0
9205,fortuna,1,1,1,0
9206,fortificação,1,1,1,0
9207,fortificar,1,1,1,0
9208,fortificante,4,4,16,0
9209,fortificadas,2,2,4,0
9210,fortificada,4,4,16,0
9211,fortes,46,44,2024,0
9212,fortemente,5,5,25,0
9213,forte,149,146,21754,0
9214,fortaleçam,5,5,25,0
9215,fortaleça,9,9,81,0
9216,fortalezas,1,1,1,0
9217,fortaleza,2,2,4,0
9218,fortalecidos,8,8,64,0
9219,fortalecido,2,2,4,0
9220,fortalecidas,1,1,1,0
9221,fortalecida,1,1,1,0
9222,fortaleciam,1,1,1,0
9223,fortalecia,2,2,4,0
9224,fortaleceu,13,13,169,0
9225,fortaleceria,2,2,4,0
9226,fortaleceram,10,10,100,0
9227,fortalecer,74,73,5402,0
9228,fortalecendo,2,2,4,0
9229,fortalecem,12,12,144,0
9230,fortalece,29,29,841,0
9231,fort,2,2,4,0
9232,forno,2,2,4,0
9233,fornicação,1,1,1,0
9234,fornecido,1,1,1,0
9235,forneciam,1,1,1,0
9236,forneceram,1,1,1,0
9237,fornecer,5,5,25,0
9238,fornece,4,4,16,0
9239,fornalha,5,5,25,0
9240,formou,6,6,36,0
9241,formosa,1,1,1,0
9242,formos,11,11,121,1
9243,formiga,1,1,1,0
9244,formem,1,1,1,0
9245,formações,1,1,1,0
9246,formação,9,9,81,0
9247,formavam,1,1,1,0
9248,formava,1,1,1,0
9249,formatos,1,1,1,0
9250,formato,1,1,1,0
9251,formassem,1,1,1,0
9252,formas,18,18,324,0
9253,formariam,2,2,4,0
9254,formarem,1,1,1,0
9255,formaram,5,5,25,0
9256,formar,13,13,169,0
9257,formando,3,3,9,0
9258,formamos,2,2,4,0
9259,formam,12,12,144,0
9260,formados,1,1,1,0
9261,formado,10,10,100,0
9262,formada,9,9,81,0
9263,forma,132,132,17424,0
9264,forgudo,1,1,1,0
9265,fores,3,3,9,0
9266,forem,15,15,225,1
9267,forasteiro,4,2,8,0
9268,foram,462,436,201432,1
9269,fora,105,101,10605,1
9270,for,103,101,10403,1
9271,fonógrafos,4,4,16,0
9272,fonógrafo,2,2,4,0
9273,fontes,7,7,49,0
9274,fonte,26,25,650,0
9275,fomos,54,49,2646,1
9276,fomentar,1,1,1,0
9277,fomei,1,1,1,0
9278,fome,67,65,4355,0
