id,Label,tf,df,tdf,stopword
9279,folhetos,2,2,4,0
9280,folheto,5,4,20,0
9281,folhas,12,12,144,0
9282,folhagem,1,1,1,0
9283,folga,1,1,1,0
9284,foice,6,5,30,0
9285,foi,1121,1025,1149025,1
9286,fogueira,2,2,4,0
9287,fogo,98,85,8330,0
9288,foge,8,8,64,0
9289,fofocar,1,1,1,0
9290,foco,3,3,9,0
9291,focar,1,1,1,0
9292,focado,2,2,4,0
9293,flórida,1,1,1,0
9294,fluxo,5,5,25,0
9295,florestas,1,1,1,0
9296,floresta,2,2,4,0
9297,flores,8,7,56,0
9298,flora,2,2,4,0
9299,flor,5,4,20,0
9300,flomem,1,1,1,0
9301,flocos,1,1,1,0
9302,fllhos,1,1,1,0
9303,flexível,3,3,9,0
9304,flexíveis,2,2,4,0
9305,flegonte,1,1,1,0
9306,flechas,1,1,1,0
9307,flautistas,2,2,4,0
9308,flauta,3,3,9,0
9309,flagelo,1,1,1,0
9310,fiéis,121,117,14157,0
9311,fizestes,8,7,56,0
9312,fizeste,17,17,289,0
9313,fizesses,1,1,1,0
9314,fizessem,10,10,100,0
9315,fizesse,18,18,324,0
9316,fizermos,22,22,484,0
9317,fizeres,2,2,4,0
9318,fizerem,10,10,100,0
9319,fizerdes,1,1,1,0
9320,fizeram,95,94,8930,0
9321,fizera,4,4,16,0
9322,fizer,17,16,272,0
9323,fizemos,26,26,676,0
9324,fiz,33,31,1023,0
9325,fixou,3,3,9,0
9326,fixos,1,1,1,0
9327,fixem,2,2,4,0
9328,fixavam,2,2,4,0
9329,fixastes,1,1,1,0
9330,fixarmos,7,7,49,0
9331,fixaram,1,1,1,0
9332,fixar,35,32,1120,0
9333,fixamos,1,1,1,0
9334,fixamente,1,1,1,0
9335,fixam,4,4,16,0
9336,fixados,1,1,1,0
9337,fixa,3,3,9,0
9338,fisicamente,5,5,25,0
9339,fiscais,1,1,1,0
9340,firmou,1,1,1,0
9341,firmeza,10,10,100,0
9342,firmes,36,35,1260,0
9343,firmemente,20,20,400,0
9344,firme,30,29,870,0
9345,firmarei,1,1,1,0
9346,firmar,1,1,1,0
9347,firmamento,9,6,54,0
9348,firmados,1,1,1,0
9349,firmado,1,1,1,0
9350,fiquemos,9,9,81,0
9351,fiquem,56,55,3080,0
9352,fiqueis,5,5,25,0
9353,fiquei,30,28,840,0
9354,fique,45,45,2025,0
9355,fio,7,7,49,0
9356,fins,6,5,30,0
9357,fino,9,7,63,0
9358,fingiu,1,1,1,0
9359,fingisse,2,2,4,0
9360,fingirem,1,1,1,0
9361,fingimos,2,2,4,0
9362,fingimento,4,3,12,0
9363,finas,4,3,12,0
9364,financiado,1,1,1,0
9365,financeiros,2,2,4,0
9366,financeiro,3,3,9,0
9367,financeiras,6,6,36,0
9368,financeira,6,6,36,0
9369,finalmente,30,30,900,0
9370,final,31,31,961,0
9371,finados,2,2,4,0
9372,fina,1,1,1,0
9373,fim,290,285,82650,0
9374,filósofos,1,1,1,0
9375,filólogo,1,1,1,0
9376,filêmon,1,1,1,0
9377,filémon,1,1,1,0
9378,filosofias,3,3,9,0
9379,filosofia,3,3,9,0
9380,filmes,2,2,4,0
9381,filme,1,1,1,0
9382,filisteus,8,8,64,0
9383,filisteu,2,2,4,0
9384,filipos,4,4,16,0
9385,filipinas,12,12,144,0
9386,filipenses,12,12,144,0
9387,filipe,11,11,121,0
9388,filiar,1,1,1,0
9389,filial,9,7,63,0
9390,filiais,6,6,36,0
9391,filhos,513,468,240084,0
9392,filho,653,588,383964,0
9393,filhinhos,17,17,289,0
9394,filhinho,1,1,1,0
9395,filhinhas,1,1,1,0
9396,filhinha,3,3,9,0
9397,filhas,24,24,576,0
9398,filha,84,76,6384,0
9399,fileto,1,1,1,0
9400,filas,1,1,1,0
9401,filadélfia,1,1,1,0
9402,filadelfía,2,2,4,0
9403,fila,1,1,1,0
9404,fil,2,2,4,0
9405,figuras,1,1,1,0
9406,figurado,1,1,1,0
9407,figueira,16,15,240,0
9408,figos,5,5,25,0
9409,figelo,1,1,1,0
9410,fielmente,24,24,576,0
9411,fiel,128,126,16128,0
9412,fieis,2,2,4,0
9413,fidelidade,23,22,506,0
9414,fideli,1,1,1,0
9415,ficíl,1,1,1,0
9416,ficção,1,1,1,0
9417,ficávamos,5,5,25,0
9418,ficámos,4,4,16,0
9419,ficou,219,216,47304,0
9420,fico,10,10,100,0
9421,ficavam,17,17,289,0
9422,ficava,42,41,1722,0
9423,ficaste,1,1,1,0
9424,ficassem,5,5,25,0
9425,ficasse,15,15,225,0
9426,ficaríamos,2,2,4,0
9427,ficarão,9,9,81,0
9428,ficarás,2,2,4,0
9429,ficará,31,31,961,0
9430,ficarmos,19,19,361,0
9431,ficariam,4,4,16,0
9432,ficaria,7,6,42,0
9433,ficares,1,1,1,0
9434,ficaremos,1,1,1,0
9435,ficarem,10,10,100,0
9436,ficareis,1,1,1,0
9437,ficarei,2,2,4,0
9438,ficaram,159,158,25122,0
9439,ficar,248,245,60760,0
9440,ficando,16,16,256,0
9441,ficamos,28,28,784,0
9442,ficam,45,45,2025,0
9443,ficai,2,2,4,0
9444,ficado,27,27,729,0
9445,fica,132,130,17160,0
9446,fibra,1,1,1,0
9447,fiam,3,3,9,0
9448,fez,340,330,112200,0
9449,fev,6,6,36,0
9450,festividades,1,1,1,0
9451,festividade,16,15,240,0
9452,festejar,4,3,12,0
9453,festas,11,11,121,0
9454,festança,1,1,1,0
9455,festa,42,36,1512,0
9456,fervorosos,1,1,1,0
9457,fervorosas,3,3,9,0
9458,fervorosa,1,1,1,0
9459,fervor,3,3,9,0
9460,ferver,2,2,4,0
9461,fervemos,1,1,1,0
9462,fervei,1,1,1,0
9463,fertéis,1,1,1,0
9464,ferrões,1,1,1,0
9465,ferrugem,4,3,12,0
9466,ferro,18,18,324,0
9467,ferreiros,1,1,1,0
9468,ferreiro,2,2,4,0
9469,ferramentas,16,15,240,0
9470,ferramenta,3,3,9,0
9471,ferozes,5,5,25,0
9472,feroz,2,2,4,0
9473,fermento,26,20,520,0
9474,fermentado,2,2,4,0
9475,ferirás,1,1,1,0
9476,ferirei,1,1,1,0
9477,feriram,1,1,1,0
9478,ferir,3,3,9,0
9479,ferindo,1,1,1,0
9480,ferimentos,2,2,4,0
9481,feridos,1,1,1,0
9482,ferido,4,4,16,0
9483,feridas,7,7,49,0
9484,ferida,4,3,12,0
9485,feriados,1,1,1,0
9486,feriado,2,2,4,0
9487,ferem,1,1,1,0
9488,feras,14,14,196,0
9489,fera,44,31,1364,0
9490,fenómenos,1,1,1,0
9491,fenícia,2,2,4,0
9492,feno,1,1,1,0
9493,fenicia,1,1,1,0
9494,feminino,1,1,1,0
9495,felizmente,5,5,25,0
9496,felizes,101,98,9898,0
9497,feliz,135,133,17955,0
9498,felix,1,1,1,0
9499,felisa,20,20,400,0
9500,felicidade,50,50,2500,0
9501,fel,1,1,1,0
9502,feixes,1,1,1,0
9503,feitos,15,13,195,0
9504,feito,126,123,15498,0
9505,feitiços,1,1,1,0
9506,feitiço,2,2,4,0
9507,feiticeiros,1,1,1,0
9508,feiticeiro,1,1,1,0
9509,feitas,23,23,529,0
9510,feita,37,37,1369,0
9511,feiras,1,1,1,0
9512,feijão,2,2,4,0
9513,fecundos,4,4,16,0
9514,fecundidade,1,1,1,0
9515,fechou,3,3,9,0
9516,fechem,1,1,1,0
9517,feche,2,2,4,0
9518,fecharão,1,1,1,0
9519,fechares,1,1,1,0
9520,fecharam,5,5,25,0
9521,fechar,2,2,4,0
9522,fechamos,1,1,1,0
9523,fechaduras,2,2,4,0
9524,fechados,3,3,9,0
9525,fechado,2,2,4,0
9526,fechadas,1,1,1,0
9527,fecha,4,4,16,0
9528,febre,6,5,30,0
9529,fe,2,2,4,0
9530,faço,29,26,754,0
9531,faças,5,5,25,0
9532,façanha,1,1,1,0
9533,façamos,16,16,256,0
9534,façam,53,49,2597,0
9535,façais,1,1,1,0
9536,faça,83,79,6557,0
9537,fazíamos,5,5,25,0
9538,faziam,38,36,1368,0
9539,fazia,62,62,3844,0
9540,fazes,9,9,81,0
9541,fazermos,9,9,81,0
9542,fazeres,2,2,4,0
9543,fazerem,15,15,225,0
9544,fazer,1021,970,990370,0
9545,fazendo,103,103,10609,0
9546,fazendeiro,1,1,1,0
9547,fazenda,1,1,1,0
9548,fazemos,83,77,6391,0
9549,fazem,140,135,18900,0
9550,fazeis,1,1,1,0
9551,fazei,13,13,169,0
9552,faz,260,245,63700,0
9553,favorável,3,3,9,0
9554,favoráveis,1,1,1,0
9555,favorito,2,2,4,0
9556,favoritismo,2,2,4,0
9557,favores,1,1,1,0
9558,favorecida,1,1,1,0
9559,favorecia,1,1,1,0
9560,favorecer,2,2,4,0
9561,favorecemos,1,1,1,0
9562,favorece,1,1,1,0
9563,favoravelmente,1,1,1,0
9564,favor,62,59,3658,0
9565,fatos,18,18,324,0
9566,fatores,1,1,1,0
9567,fato,9,9,81,0
9568,fatalmente,1,1,1,0
9569,fase,3,3,9,0
9570,farão,13,12,156,0
9571,farás,2,2,4,0
9572,farácom,1,1,1,0
9573,fará,39,37,1443,0
9574,fartura,6,6,36,0
9575,fartos,1,1,1,0
9576,farmácia,1,1,1,0
9577,fariseus,75,75,5625,0
9578,fariseu,22,19,418,0
9579,farinha,7,7,49,0
9580,farias,1,1,1,0
9581,fariam,3,3,9,0
9582,faria,17,17,289,0
9583,faremos,10,10,100,0
9584,farei,24,22,528,0
9585,fardos,6,6,36,0
9586,fardo,17,16,272,0
9587,faraó,33,31,1023,0
9588,farawó,7,6,42,0
9589,fanática,2,2,4,0
9590,fanuel,1,1,1,0
9591,fantasias,2,2,4,0
9592,famílias,42,42,1764,0
9593,família,347,328,113816,0
9594,famosos,1,1,1,0
9595,famoso,5,5,25,0
9596,famosas,1,1,1,0
9597,famintos,4,4,16,0
9598,faminto,1,1,1,0
9599,famintas,2,2,4,0
9600,faminta,1,1,1,0
9601,familiaridade,1,1,1,0
9602,familiares,39,38,1482,0
9603,familiar,17,17,289,0
9604,familia,2,2,4,0
9605,fama,7,7,49,0
9606,falávamos,2,2,4,0
9607,falámos,2,2,4,0
9608,faltou,3,3,9,0
9609,faltem,1,1,1,0
9610,falte,4,4,16,0
9611,faltavam,2,2,4,0
9612,faltava,8,8,64,0
9613,faltas,2,2,4,0
9614,faltará,2,2,4,0
9615,faltarem,2,2,4,0
9616,faltar,8,7,56,0
9617,faltando,1,1,1,0
9618,faltam,1,1,1,0
9619,falta,60,58,3480,0
9620,falsos,50,45,2250,0
9621,falso,19,19,361,0
9622,falsificar,1,1,1,0
9623,falsidade,1,1,1,0
9624,falsas,13,13,169,0
9625,falsamente,5,5,25,0
9626,falsa,20,20,400,0
9627,falou,93,91,8463,0
9628,falo,6,6,36,0
9629,falhou,6,4,24,0
9630,falhas,15,15,225,0
9631,falharão,2,2,4,0
9632,falharia,1,1,1,0
9633,falhardes,1,1,1,0
9634,falharam,1,1,1,0
9635,falhar,1,1,1,0
9636,falhamos,2,2,4,0
9637,falham,1,1,1,0
9638,falhado,1,1,1,0
9639,falha,6,5,30,0
9640,falemos,1,1,1,0
9641,falem,12,11,132,0
9642,faleis,1,1,1,0
9643,falei,9,9,81,0
9644,falecidos,5,5,25,0
9645,falecido,3,3,9,0
9646,faleceu,7,7,49,0
9647,faleceram,1,1,1,0
9648,fale,12,12,144,0
9649,falavam,18,18,324,0
9650,falava,41,41,1681,0
9651,falastes,1,1,1,0
9652,falaste,1,1,1,0
9653,falassem,4,4,16,0
9654,falasse,6,6,36,0
9655,falas,2,2,4,0
9656,falarão,3,3,9,0
9657,falará,1,1,1,0
9658,falarmos,4,4,16,0
9659,falaria,1,1,1,0
9660,falaremos,2,2,4,0
9661,falarem,5,5,25,0
9662,falarei,4,4,16,0
9663,falaram,16,15,240,0
9664,falar,297,292,86724,0
9665,falando,40,39,1560,0
9666,falamos,29,28,812,0
9667,falam,29,29,841,0
9668,falai,2,2,4,0
9669,falados,2,2,4,0
9670,faladores,1,1,1,0
9671,falado,10,10,100,0
9672,faladas,1,1,1,0
9673,falada,6,6,36,0
9674,fala,106,98,10388,0
9675,faixas,1,1,1,0
9676,faixa,3,3,9,0
9677,faith,1,1,1,0
9678,fago,1,1,1,0
9679,fadiga,1,1,1,0
9680,facão,2,2,4,0
9681,faculdade,4,4,16,0
9682,factos,3,3,9,0
9683,facto,128,127,16256,0
9684,facilmente,14,14,196,0
9685,facilita,3,3,9,0
9686,facilidade,6,6,36,0
9687,faces,2,2,4,0
9688,face,15,12,180,0
9689,faca,2,2,4,0
9690,fabricava,2,2,4,0
9691,fa,1,1,1,0
9692,f,4,4,16,0
9693,ezequiel,39,33,1287,0
9694,ezequias,35,33,1155,0
9695,eze,4,4,16,0
9696,eyotto,1,1,1,0
9697,exílio,17,17,289,0
9698,exércitos,19,19,361,0
9699,exército,36,35,1260,0
9700,exultemos,2,2,4,0
9701,exultem,1,1,1,0
9702,exultação,1,1,1,0
9703,exultar,1,1,1,0
9704,exultam,1,1,1,0
9705,extremos,5,5,25,0
9706,extremo,6,6,36,0
9707,extremidade,10,6,60,0
9708,extremamente,7,7,49,0
9709,extrema,4,4,16,0
9710,extraído,1,1,1,0
9711,extraviou,2,2,4,0
9712,extravagantes,1,1,1,0
9713,extras,1,1,1,0
9714,extraordinário,2,2,4,0
9715,extraordinárias,4,4,16,0
9716,extraordinária,4,4,16,0
9717,extraordinariamente,3,3,9,0
9718,extracto,1,1,1,0
9719,extra,3,3,9,0
9720,extorsores,4,4,16,0
9721,extorsor,1,1,1,0
9722,externos,2,2,4,0
9723,extermine,1,1,1,0
9724,exterminar,2,2,4,0
9725,exteriores,1,1,1,0
9726,exterior,5,5,25,0
9727,extensos,1,1,1,0
9728,extenso,3,3,9,0
9729,expulsou,8,8,64,0
9730,expulsos,5,5,25,0
9731,expulso,8,8,64,0
9732,expulsem,1,1,1,0
9733,expulsavam,1,1,1,0
9734,expulsassem,3,3,9,0
9735,expulsasse,1,1,1,0
9736,expulsas,1,1,1,0
9737,expulsares,1,1,1,0
9738,expulsaram,4,4,16,0
9739,expulsar,14,14,196,0
9740,expulsando,3,3,9,0
9741,expulsam,2,2,4,0
9742,expulsa,11,11,121,0
9743,exprimimos,1,1,1,0
9744,expressões,5,4,20,0
9745,expressão,26,25,650,0
9746,expressou,1,1,1,0
9747,expresso,1,1,1,0
9748,expresse,1,1,1,0
9749,expressar,3,3,9,0
9750,expressamente,1,1,1,0
9751,expressam,1,1,1,0
9752,expressa,9,9,81,0
9753,expostos,1,1,1,0
9754,exposto,3,3,9,0
9755,expostas,4,4,16,0
9756,expor,1,1,1,0
9757,explosivo,2,2,4,0
9758,explorou,1,1,1,0
9759,explorações,1,1,1,0
9760,exploração,12,12,144,0
9761,explorar,2,2,4,0
9762,exploram,1,1,1,0
9763,explorados,3,3,9,0
9764,exploradores,1,1,1,0
9765,explora,1,1,1,0
9766,explodia,2,2,4,0
9767,expliquei,1,1,1,0
9768,explique,24,24,576,0
9769,explicou,27,27,729,0
9770,explicações,3,3,9,0
9771,explicação,4,4,16,0
9772,explicava,2,2,4,0
9773,explicassem,1,1,1,0
9774,explicasse,1,1,1,0
9775,explicarmos,1,1,1,0
9776,explicaria,2,2,4,0
9777,explicaram,1,1,1,0
9778,explicar,29,29,841,0
9779,explicando,4,4,16,0
9780,explicam,5,5,25,0
9781,explicado,1,1,1,0
9782,explicada,1,1,1,0
9783,explica,11,11,121,0
9784,expiação,1,1,1,0
9785,experiências,8,8,64,0
9786,experiência,24,24,576,0
9787,experimentá,1,1,1,0
9788,experimentou,2,2,4,0
9789,experimente,1,1,1,0
9790,experimentarão,1,1,1,0
9791,experimentarem,1,1,1,0
9792,experimentaram,1,1,1,0
9793,experimentar,4,4,16,0
9794,experimentamos,2,2,4,0
9795,experimentado,2,2,4,0
9796,experientes,14,14,196,0
9797,experiente,4,4,16,0
9798,expelido,1,1,1,0
9799,expectativas,2,1,2,0
9800,expectativa,15,15,225,0
9801,expansão,2,2,4,0
9802,expandiu,1,1,1,0
9803,expandiram,1,1,1,0
9804,expandir,2,2,4,0
9805,exortávamos,1,1,1,0
9806,exorto,2,1,2,0
9807,exortações,2,2,4,0
9808,exortação,11,11,121,0
9809,exortar,3,3,9,0
9810,exortando,1,1,1,0
9811,exortamos,6,6,36,0
9812,exorta,1,1,1,0
9813,existência,9,9,81,0
9814,existiu,5,5,25,0
9815,existissem,1,1,1,0
9816,existisse,2,2,4,0
9817,existiriam,1,1,1,0
9818,existirem,1,1,1,0
9819,existiram,2,1,2,0
9820,existir,16,15,240,0
9821,existimos,5,4,20,0
9822,existiam,6,6,36,0
9823,existia,13,13,169,0
9824,existentes,3,3,9,0
9825,existente,1,1,1,0
9826,existem,43,42,1806,0
9827,existe,82,81,6642,0
9828,existam,6,6,36,0
9829,exista,5,5,25,0
9830,exilaram,1,1,1,0
9831,exilados,8,8,64,0
9832,exilado,1,1,1,0
9833,exijam,1,1,1,0
9834,exigências,7,7,49,0
9835,exigência,1,1,1,0
9836,exigiu,2,2,4,0
9837,exigirão,1,1,1,0
9838,exigirá,1,1,1,0
9839,exigirem,1,1,1,0
9840,exigiram,2,2,4,0
9841,exigir,12,9,108,0
9842,exigindo,2,2,4,0
9843,exigido,3,2,6,0
9844,exigidas,11,9,99,0
9845,exigida,1,1,1,0
9846,exigiam,4,4,16,0
9847,exigia,6,6,36,0
9848,exigente,2,2,4,0
9849,exigem,3,3,9,0
9850,exige,20,20,400,0
9851,exibição,1,1,1,0
9852,exibir,1,1,1,0
9853,exibindo,3,3,9,0
9854,exibe,1,1,1,0
9855,exerçam,1,1,1,0
9856,exerça,1,1,1,0
9857,exercícios,2,2,4,0
9858,exercício,5,5,25,0
9859,exercidos,2,2,4,0
9860,exercida,2,2,4,0
9861,exerciam,3,3,9,0
9862,exercia,1,1,1,0
9863,exerceu,1,1,1,0
9864,exercessem,1,1,1,0
9865,exerceram,1,1,1,0
9866,exercer,15,14,210,0
9867,exercemos,1,1,1,0
9868,exercem,20,20,400,0
9869,exerce,10,10,100,0
9870,exemplos,88,87,7656,0
9871,exemplo,439,429,188331,0
9872,exemplares,3,3,9,0
9873,exemplardo,1,1,1,0
9874,execução,1,1,1,0
9875,executou,2,2,4,0
9876,executarão,2,2,4,0
9877,executar,3,3,9,0
9878,executados,3,3,9,0
9879,executado,5,5,25,0
9880,excrementos,1,1,1,0
9881,excluírem,1,1,1,0
9882,excluímos,1,1,1,0
9883,excluídos,3,3,9,0
9884,excluído,1,1,1,0
9885,exclusivo,5,5,25,0
9886,exclusivamente,3,3,9,0
9887,excluir,2,2,4,0
9888,exclamou,5,5,25,0
9889,exclamavam,1,1,1,0
9890,exclamaram,2,2,4,0
9891,exceção,7,7,49,0
9892,exceto,13,11,143,0
9893,excessos,1,1,1,0
9894,excesso,3,3,9,0
9895,excessivo,1,1,1,0
9896,excessivamente,1,1,1,0
9897,excessiva,1,1,1,0
9898,excertos,2,2,4,0
9899,excepção,3,3,9,0
9900,exceptuam,1,1,1,0
9901,excepto,1,1,1,0
9902,excelentíssimo,1,1,1,0
9903,excelentes,12,12,144,0
9904,excelente,19,19,361,0
9905,excedente,2,1,2,0
9906,exaustos,1,1,1,0
9907,exatos,2,2,4,0
9908,exato,39,36,1404,0
9909,exatidão,3,3,9,0
9910,exatas,1,1,1,0
9911,exatamente,33,32,1056,0
9912,exata,2,2,4,0
9913,examinou,1,1,1,0
9914,examino,1,1,1,0
9915,examinemos,1,1,1,0
9916,examinem,2,2,4,0
9917,examine,3,3,9,0
9918,examinar,10,9,90,0
9919,examinais,1,1,1,0
9920,examinados,1,1,1,0
9921,examinado,3,3,9,0
9922,examinadas,1,1,1,0
9923,examina,8,8,64,0
9924,exame,5,5,25,0
9925,exaltou,1,1,1,0
9926,exaltemos,1,1,1,0
9927,exaltação,1,1,1,0
9928,exaltastes,1,1,1,0
9929,exaltarei,2,2,4,0
9930,exaltai,1,1,1,0
9931,exaltado,1,1,1,0
9932,exageravam,1,1,1,0
9933,exagerar,1,1,1,0
9934,exagerando,1,1,1,0
9935,exagerado,2,2,4,0
9936,exagerada,2,2,4,0
9937,exactamente,1,1,1,0
9938,ex,2,2,4,0
9939,evódia,2,2,4,0
9940,evolução,9,8,72,0
9941,evoluir,2,1,2,0
9942,evito,2,2,4,0
9943,evite,1,1,1,0
9944,evitarmos,2,2,4,0
9945,evitar,20,20,400,0
9946,evitando,1,1,1,0
9947,evitamos,4,4,16,0
9948,evitam,4,4,16,0
9949,evitados,1,1,1,0
9950,evita,2,2,4,0
9951,evidências,3,3,9,0
9952,evidência,4,4,16,0
9953,evidentes,2,2,4,0
9954,evidente,10,10,100,0
9955,everest,1,1,1,0
9956,eventos,8,8,64,0
9957,evento,3,3,9,0
9958,evaporou,1,1,1,0
9959,evaporação,1,1,1,0
9960,evaporam,1,1,1,0
9961,evangelização,4,4,16,0
9962,evangelizadores,4,4,16,0
9963,evangelizador,4,4,16,0
9964,evangelistas,1,1,1,0
9965,evangelii,1,1,1,0
9966,evangelhos,15,15,225,0
9967,evangelho,36,32,1152,0
9968,eva,51,47,2397,0
9969,europeus,1,1,1,0
9970,europa,3,3,9,0
9971,eunucos,5,1,5,0
9972,eunuco,1,1,1,0
9973,eunice,1,1,1,0
9974,eufrates,5,5,25,0
9975,eucarístico,1,1,1,0
9976,eucarística,3,2,6,0
9977,eucarístia,1,1,1,0
9978,eucaristia,27,26,702,0
9979,eu,1186,971,1151606,1
9980,etíopes,4,4,16,0
9981,etíope,7,7,49,0
9982,etoso,1,1,1,0
9983,etiópia,3,3,9,0
9984,eterno,21,21,441,0
9985,eternidade,8,7,56,0
9986,eternas,7,7,49,0
9987,eternamente,1,1,1,0
9988,eterna,107,105,11235,0
9989,etemamente,1,1,1,0
9990,etc,2,2,4,0
9991,etapas,1,1,1,0
9992,etapa,4,4,16,0
9993,esvoagando,1,1,1,0
9994,esvaziou,1,1,1,0
9995,esvazio,1,1,1,0
9996,estômago,7,6,42,0
9997,estêvão,13,11,143,0
9998,estéril,5,5,25,0
9999,estéreis,1,1,1,0
10000,estéfanas,3,3,9,0
10001,esté,1,1,1,0
10002,estão,422,389,164158,1
10003,estável,2,2,4,0
10004,estávamos,17,17,289,1
10005,estátuas,1,1,1,0
10006,estátua,6,6,36,0
10007,estás,26,25,650,0
10008,estáquis,1,1,1,0
10009,estádios,2,2,4,0
10010,estádio,1,1,1,0
10011,está,840,776,651840,1
10012,estuprar,1,1,1,0
10013,estudávamos,1,1,1,0
10014,estudou,3,3,9,0
10015,estudos,18,17,306,0
10016,estudo,206,199,40994,0
10017,estudiosos,1,1,1,0
10018,estudioso,2,2,4,0
10019,estudei,4,4,16,0
10020,estude,4,4,16,0
10021,estudava,4,4,16,0
10022,estudarmos,1,1,1,0
10023,estudar,68,67,4556,0
10024,estudantes,47,43,2021,0
10025,estudante,51,46,2346,0
10026,estudando,9,9,81,0
10027,estudamos,8,8,64,0
10028,estudam,3,3,9,0
10029,estudado,1,1,1,0
10030,estuda,4,4,16,0
10031,estruturas,1,1,1,0
10032,estrume,3,3,9,0
10033,estrondo,1,1,1,0
10034,estresse,1,1,1,0
10035,estressar,1,1,1,0
10036,estressantes,3,3,9,0
10037,estressante,3,3,9,0
10038,estressado,1,1,1,0
10039,estremecia,1,1,1,0
10040,estremeceu,2,1,2,0
10041,estremeceram,1,1,1,0
10042,estremecem,2,2,4,0
10043,estrelas,29,26,754,0
10044,estrelado,1,1,1,0
10045,estrela,16,13,208,0
10046,estreitam,1,1,1,0
10047,estreita,1,1,1,0
10048,estranhos,11,11,121,0
10049,estranho,1,1,1,0
10050,estranhavam,1,1,1,0
10051,estranhas,1,1,1,0
10052,estranhar,2,2,4,0
10053,estranha,1,1,1,0
10054,estrangeiros,37,34,1258,0
10055,estrangeiro,22,21,462,0
10056,estrangeiras,7,7,49,0
10057,estrangeira,8,8,64,0
10058,estragues,1,1,1,0
10059,estragos,3,3,9,0
10060,estrago,3,3,9,0
10061,estragar,6,6,36,0
10062,estragando,1,1,1,0
10063,estragamos,2,2,4,0
10064,estragam,4,4,16,0
10065,estragado,1,1,1,0
10066,estragadas,1,1,1,0
10067,estraga,4,4,16,0
10068,estradas,9,9,81,0
10069,estrada,42,40,1680,0
10070,estourou,1,1,1,0
10071,estou,152,137,20824,1
10072,estoque,1,1,1,0
10073,eston,1,1,1,0
10074,estivéssemos,2,2,4,1
10075,estiveste,1,1,1,0
10076,estivessem,10,10,100,1
10077,estivesse,26,26,676,1
10078,estivermos,10,10,100,1
10079,estiverem,24,22,528,1
10080,estiveram,5,5,25,1
10081,estiver,44,41,1804,1
10082,estivemos,3,3,9,1
10083,estive,7,7,49,1
10084,estimulou,1,1,1,0
10085,estimularmos,1,1,1,0
10086,estimular,2,2,4,0
10087,estime,1,1,1,0
10088,estimados,1,1,1,0
10089,estimado,2,2,4,0
10090,estiloso,1,1,1,0
10091,estilos,2,2,4,0
10092,estilo,7,7,49,0
10093,estienne,4,3,12,0
10094,estica,1,1,1,0
10095,estevão,1,1,1,0
10096,esteve,17,17,289,1
10097,estes,86,81,6966,1
10098,ester,1,1,1,0
10099,estepes,2,2,4,0
10100,estendiam,1,1,1,0
10101,estendi,1,1,1,0
10102,estendeu,14,14,196,0
10103,estendesse,2,2,4,0
10104,estenderás,1,1,1,0
10105,estenderá,1,1,1,0
10106,estenderam,1,1,1,0
10107,estender,1,1,1,0
10108,estendendo,2,2,4,0
10109,estendem,1,1,1,0
10110,estende,7,7,49,0
10111,estendas,1,1,1,0
10112,estejamos,17,15,255,1
10113,estejam,45,43,1935,1
10114,esteja,87,84,7308,1
10115,esteiras,1,1,1,0
10116,esteias,2,2,4,0
10117,este,329,323,106267,1
10118,estações,2,2,4,0
10119,estação,6,6,36,0
10120,estavãmos,1,1,1,0
10121,estavas,2,2,4,0
10122,estavam,242,227,54934,1
10123,estava,465,423,196695,1
10124,estatutos,3,3,9,0
10125,estatuto,1,1,1,0
10126,estatura,2,2,4,0
10127,estas,211,197,41567,1
10128,estarão,23,23,529,0
10129,estarás,1,1,1,0
10130,estará,25,25,625,0
10131,estarmos,11,11,121,0
10132,estariam,6,6,36,0
10133,estaria,8,8,64,0
10134,estaremos,6,6,36,0
10135,estarem,6,6,36,0
10136,estareis,1,1,1,0
10137,estarei,5,5,25,0
10138,estara,1,1,1,0
10139,estar,111,109,12099,0
10140,estando,8,8,64,0
10141,estampar,2,2,4,0
10142,estamos,196,186,36456,1
10143,estais,12,12,144,0
10144,estai,1,1,1,0
10145,estaduais,2,2,4,0
10146,estados,14,13,182,0
10147,estado,26,26,676,0
10148,estacas,4,4,16,0
10149,estaca,50,49,2450,0
10150,estabeleço,2,2,4,0
10151,estabelecimento,2,2,4,0
10152,estabelecidos,5,5,25,0
10153,estabelecido,7,7,49,0
10154,estabelecidas,2,2,4,0
10155,estabelecida,7,7,49,0
10156,estabeleci,1,1,1,0
10157,estabeleceu,9,9,81,0
10158,estabeleceram,3,3,9,0
10159,estabelecer,7,7,49,0
10160,estabelecendo,3,3,9,0
10161,esta,292,278,81176,1
10162,essência,1,1,1,0
10163,esses,225,219,49275,1
10164,essencial,17,17,289,0
10165,esse,404,395,159580,1
10166,essas,209,202,42218,1
10167,essa,398,383,152434,1
10168,esquinas,2,2,4,0
10169,esquina,1,1,1,0
10170,esquilo,1,1,1,0
10171,esquife,1,1,1,0
10172,esqueço,1,1,1,0
10173,esqueças,1,1,1,0
10174,esqueçamos,4,4,16,0
10175,esqueçam,6,6,36,0
10176,esqueça,5,5,25,0
10177,esquerdo,2,2,4,0
10178,esquerda,14,14,196,0
10179,esqueqam,1,1,1,0
10180,esquentavam,1,1,1,0
10181,esquecéu,2,2,4,0
