id,Label,tf,df,tdf
5186,odomau,1,1,1
5187,aisalegu,1,1,1
5188,fasilitadór,2,1,2
5189,inisíal,1,1,1
5190,duplikat,1,1,1
5191,kuku,1,1,1
5192,rua-limanulu-resin,1,1,1
5193,inkluioekusi,1,1,1
5194,lalisuk,1,1,1
5195,tolu-nulu-resin,1,1,1
5196,rihun-ida-atus,2,1,2
5197,instala,2,1,2
5198,repetidu,1,1,1
5199,tudik,1,1,1
5200,tentative,2,1,2
5201,oan-feto,4,1,4
5202,vitál,2,1,2
5203,preventive,1,1,1
5204,prijaun,1,1,1
5205,qm,5,1,5
5206,lakluta,1,1,1
5207,ajsm,3,1,3
5208,uma-mahon,1,1,1
5209,omesídiu,2,1,2
5210,ko’a,6,1,6
5211,arguida,1,1,1
5212,konsiderasaun,1,1,1
5213,konsultivu,1,1,1
5214,posivel,2,1,2
5215,propaganda,2,1,2
5216,peace,2,1,2
5217,konfuzaun,1,1,1
5218,pademia,1,1,1
5219,dezestabiliza,1,1,1
5220,journalism’,1,1,1
5221,komunikasan,1,1,1
5222,fornesedór,3,1,3
5223,ordenadu,1,1,1
5224,jds,2,1,2
5225,sofrimentu,1,1,1
5226,izola-an,2,1,2
5227,bee-manas,1,1,1
5228,kalkutá,1,1,1
5229,mumbai,3,1,3
5230,covishield,1,1,1
5231,kaktuir,1,1,1
5232,sputnik,1,1,1
5233,covaxin,1,1,1
5234,navál,5,1,5
5235,serteza,1,1,1
5236,infraestutura,2,1,2
5237,apoiante,2,1,2
5238,prosesuál,1,1,1
5239,guardian-class,2,1,2
5240,patrulla,1,1,1
5241,barcelona,10,1,10
5242,aparénsia,1,1,1
5243,estruturál,1,1,1
5244,leagues,1,1,1
5245,champions,1,1,1
5246,sport,1,1,1
5247,sky,2,1,2
5248,koagulasaun-raan,1,1,1
5249,future,2,1,2
5250,mauricio,2,1,2
5251,espesiénsia,1,1,1
5252,bolus,1,1,1
5253,assis,1,1,1
5254,susetível,1,1,1
5255,europeu,1,1,1
5256,ecdc,3,1,3
5257,sientífika,1,1,1
5258,diretor,3,1,3
5259,ammon,3,1,3
5260,diseminasaun,2,1,2
5261,andrea,1,1,1
5262,adeptus,2,1,2
5263,favóritu,2,1,2
5264,fátal,1,1,1
5265,fans,1,1,1
5266,komjer,2,1,2
5267,satisfáz,1,1,1
5268,tenggara,2,1,2
5269,polri,5,1,5
5270,belu,2,1,2
5271,nusa,2,1,2
5272,automatikamente,2,1,2
5273,indonezia,2,1,2
5274,implika,5,1,5
5275,adekua,1,1,1
5276,flexibilidade,1,1,1
5277,pesoalmente,1,1,1
5278,kampañia,1,1,1
5279,inferiór,2,1,2
5280,inkapasidade,4,1,4
5281,esperimenta,1,1,1
5282,inokulasaun,2,1,2
5283,devida,1,1,1
5284,provoka,3,1,3
5285,lejislativa,1,1,1
5286,milloens,2,1,2
5287,proteje-an,4,1,4
5288,liberta,1,1,1
5289,covid,2,1,2
5290,fatumeta,1,1,1
5291,komentáriu,2,1,2
5292,kontradíz,1,1,1
5293,roin,2,1,2
5294,madelana,1,1,1
5295,saka,1,1,1
5296,eric,2,1,2
5297,dupla,2,1,2
5298,tesidu,1,1,1
5299,espozisaun,1,1,1
5300,ideál,1,1,1
5301,daniel,1,1,1
5302,óptimu,1,1,1
5303,psikosomátiku,1,1,1
5304,psikofíziku,1,1,1
5305,ninin-ninin,1,1,1
5306,lasidere,1,1,1
5307,nelson,1,1,1
5308,hirus,5,1,5
5309,pax,2,1,2
5310,bona,1,1,1
5311,maubisi,1,1,1
5312,abatu,2,1,2
5313,referral,1,1,1
5314,tradisionál,4,1,4
5315,kamaan,3,1,3
5316,yosep,1,1,1
5317,tohar,9,1,9
5318,sapa,2,1,2
5319,cipriano,1,1,1
5320,senbilizasaun,1,1,1
5321,ne’ebe,3,1,3
5322,habelar,1,1,1
5323,kontatu,1,1,1
5324,infiltra,1,1,1
5325,fiziku,1,1,1
5326,vizilánsia,1,1,1
5327,hfb,2,1,2
5328,mpm,2,1,2
5329,malibaka,1,1,1
5330,affairs,1,1,1
5331,australian,1,1,1
5332,government,1,1,1
5333,department,1,1,1
5334,fasility,1,1,1
5335,armajena,1,1,1
5336,konsentra,3,1,3
5337,coli,3,1,3
5338,reforsu,1,1,1
5339,orsamentál,1,1,1
5340,dotasaun,2,1,2
5341,group,1,1,1
5342,technical,1,1,1
5343,minitériu,1,1,1
5344,immunization,1,1,1
5345,nitag,1,1,1
5346,apropriadu,1,1,1
5347,advisory,1,1,1
5348,kakeu-laran,1,1,1
5349,relief,1,1,1
5350,klak-fuik,1,1,1
5351,chatolic,1,1,1
5352,crs,1,1,1
5353,service,1,1,1
5354,atividadade,1,1,1
5355,fó-an,1,1,1
5356,desportiva,1,1,1
5357,polo,1,1,1
5358,florencia,1,1,1
5359,covi-,1,1,1
5360,loro,1,1,1
5361,elétrika,2,1,2
5362,tina,1,1,1
5363,illa,2,1,2
5364,money,1,1,1
5365,kuntinua,1,1,1
5366,watuboro,2,1,2
5367,seremónia,1,1,1
5368,infiltrasaun,1,1,1
5369,rotasaun,1,1,1
5370,falsifikasaun,2,1,2
5371,basilio,2,1,2
5372,laundry,1,1,1
5373,barris,2,1,2
5374,ossú,1,1,1
5375,elestrisidade,1,1,1
5376,liaruka,3,1,3
5377,konforme,2,1,2
5378,komobilidade,1,1,1
5379,leet,1,1,1
5380,mortál,2,1,2
5381,ferik,2,1,2
5382,karpinteiru,1,1,1
5383,motus,1,1,1
5384,panifikasaun,1,1,1
5385,siklu,2,1,2
5386,pedreiru,1,1,1
5387,hidráulika,1,1,1
5388,hanesn,1,1,1
5389,kustura,1,1,1
5390,regrizerasaun,1,1,1
5391,soldadura,1,1,1
5392,cnfp,1,1,1
5393,andrade,2,1,2
5394,lisensiamentu,1,1,1
5395,ajendadu,1,1,1
5396,kupan-ntt,1,1,1
5397,youtuber,5,1,5
5398,creator’,2,1,2
5399,content,3,1,3
5400,inskrisaun,1,1,1
5401,audiénsia,3,1,3
5402,descartes’,1,1,1
5403,terrenu,1,1,1
5404,aluc,1,1,1
5405,institute,4,1,4
5406,ativamente,2,1,2
5407,dit,2,1,2
5408,maximu,2,1,2
5409,areadór,1,1,1
5410,nune,1,1,1
5411,dukur’,1,1,1
5412,imposivel,2,1,2
5413,padrueiru,1,1,1
5414,nú-badak,2,1,2
5415,ojek,1,1,1
5416,hamiik,1,1,1
5417,naftali,2,1,2
5418,netanyahu,1,1,1
5419,hadook,1,1,1
5420,bennett,3,1,3
5421,koligasaun,1,1,1
5422,bennet,2,1,2
5423,rejigna-an,1,1,1
5424,rezigna-an,1,1,1
5425,sirkunstánsia,2,1,2
5426,profundamente,1,1,1
5427,lia-anin,2,1,2
5428,legalizasaun,1,1,1
5429,elevasaun,1,1,1
5430,preparatóriu,1,1,1
5431,ideia,2,1,2
5432,hosoru,1,1,1
5433,rekoñesidu,1,1,1
5434,livremente,1,1,1
5435,esepsionál,5,1,5
5436,kuida-an,1,1,1
5437,verbál,1,1,1
5438,sé’,1,1,1
5439,enfrakese,1,1,1
5440,psikolójiku,2,1,2
5441,sutomo,2,1,2
5442,fimela,1,1,1
5443,seksuál,3,1,3
5444,psikólogu,1,1,1
5445,ayoe,2,1,2
5446,insigne,1,1,1
5447,immobile,1,1,1
5448,wales,1,1,1
5449,stadio,1,1,1
5450,suísa,1,1,1
5451,own,1,1,1
5452,ronde,1,1,1
5453,olimpico,1,1,1
5454,lorenzo,1,1,1
5455,goal,1,1,1
5456,ciro,1,1,1
5457,lisadila,1,1,1
5458,vatu-vou,1,1,1
5459,simbólikamente,1,1,1
5460,gisu,1,1,1
5461,vatu-boro,1,1,1
5462,mtki,7,1,7
5463,gole,1,1,1
5464,edr,1,1,1
5465,deodet,1,1,1
5466,verza,1,1,1
5467,altu,1,1,1
5468,lolotoe,1,1,1
5469,jb,1,1,1
5470,saliente,1,1,1
5471,np,1,1,1
5472,jupiter,1,1,1
5473,jurídiku,1,1,1
5474,rama-ambon,1,1,1
5475,yamaha,1,1,1
5476,honda,1,1,1
5477,mx,1,1,1
5478,neymar,1,1,1
5479,kylian,1,1,1
5480,paris,3,1,3
5481,kapítulu,2,1,2
5482,al-khelaifi,1,1,1
5483,ben-vindu,1,1,1
5484,saint-germain,1,1,1
5485,nasser,1,1,1
5486,mbappe,1,1,1
5487,jersey,1,1,1
5488,psg,9,1,9
5489,junior,1,1,1
5490,kompradór,5,1,5
5491,kontakta,1,1,1
5492,kokoa,1,1,1
5493,pimenta,1,1,1
5494,baunilla,3,1,3
5495,leimea,1,1,1
5496,madarin,1,1,1
5497,c,3,1,3
5498,abelita,2,1,2
5499,kakak,1,1,1
5500,sedangkan,1,1,1
5501,jaquelina,1,1,1
5502,manipulasaun,4,1,4
5503,kraft,1,1,1
5504,minimarket,1,1,1
5505,life,1,1,1
5506,zhuang,1,1,1
5507,cheddar,1,1,1
5508,dedikasaun,3,1,3
5509,marabia,1,1,1
5510,ompt,1,1,1
5511,barani,3,1,3
5512,edukasionál,1,1,1
5513,asosia,1,1,1
5514,mulher,1,1,1
5515,hotu-hoti,1,1,1
5516,dongbao,1,1,1
5517,kabas,1,1,1
5518,ml,1,1,1
5519,yu,1,1,1
5520,durrani,1,1,1
5521,zen,1,1,1
5522,bilal,1,1,1
5523,aurang,1,1,1
5524,agosto,1,1,1
5525,amerika,3,1,3
5526,batako,1,1,1
5527,uitoan-uitoan,2,1,2
5528,hamaran,1,1,1
5529,oan-kiak,6,1,6
5530,mukit,1,1,1
5531,riku,1,1,1
5532,donor,1,1,1
5533,dare,1,1,1
5534,fkhtl,10,1,10
5535,forum,1,1,1
5536,kelebihan,1,1,1
5537,karidade,3,1,3
5538,faluk,3,1,3
5539,feto-faluk,2,1,2
5540,humanitária,1,1,1
5541,emprezáriu,1,1,1
5542,bulutu,1,1,1
5543,produtividade,1,1,1
5544,harmonis,1,1,1
5545,sobrevivénsia,1,1,1
5546,demo,1,1,1
5547,fatuk-laran,1,1,1
5548,super,1,1,1
5549,arvin,1,1,1
5550,espesialísta,1,1,1
5551,hakbesik,1,1,1
5552,katuas-ferik,1,1,1
5553,própria,1,1,1
5554,fauna,1,1,1
5555,voluntarizmu,1,1,1
5556,flora,1,1,1
5557,ai-parapa,2,1,2
5558,kff,2,1,2
5559,dezenvolvementu,1,1,1
5560,presizamente,1,1,1
5561,realmente,1,1,1
5562,konservasaun,1,1,1
5563,projeta,1,1,1
5564,líbanu,1,1,1
5565,konsul,1,1,1
5566,traship,1,1,1
5567,sukses,1,1,1
5568,kesi,1,1,1
5569,koko,1,1,1
5570,kontráriu,2,1,2
5571,kruza,1,1,1
5572,fatal,1,1,1
5573,substánsia,1,1,1
5574,avaria,1,1,1
5575,óleo,1,1,1
5576,iregularidade,3,1,3
5577,ró-ahin,1,1,1
5578,berlin,1,1,1
5579,liman-loos,1,1,1
5580,liman-karuk,1,1,1
5581,makln,1,1,1
5582,malik’,1,1,1
5583,tino’,1,1,1
5584,vila-laran,1,1,1
5585,kamea,12,1,12
5586,kanaliza,1,1,1
5587,narsizu,1,1,1
5588,mota-ulun,2,1,2
5589,jose,2,1,2
5590,bee-dois,4,1,4
5591,montañoza,1,1,1
5592,sentral,1,1,1
5593,meteorojia,1,1,1
5594,moderadu-forte,2,1,2
5595,kosteiras,1,1,1
5596,velocidade,1,1,1
5597,normal-moderadu,1,1,1
5598,atauru,1,1,1
5599,h,2,1,2
5600,pasu,2,1,2
5601,oknum,3,1,3
5602,ix,1,1,1
5603,normas,1,1,1
5604,folga,1,1,1
5605,armas,4,1,4
5606,proibidu,1,1,1
5607,kumpre,3,1,3
5608,deskolasaun,1,1,1
5609,despaixu,3,1,3
5610,despaixa,1,1,1
5611,norma,1,1,1
5612,cg-pntl,1,1,1
5613,kultu,2,1,2
5614,manifestasaun,1,1,1
5615,fixasaun,2,1,2
5616,parsialmente,2,1,2
5617,inovasaun,2,1,2
5618,sun,1,1,1
5619,wfp,1,1,1
5620,sub-nutrisaun,1,1,1
5621,world,2,1,2
5622,adapta,1,1,1
5623,hamlaha,1,1,1
5624,movement,1,1,1
5625,pilár,1,1,1
5626,subsisténsia,1,1,1
5627,da-,4,1,4
5628,por-volta-de,1,1,1
5629,neste,1,1,1
5630,chandrawati,1,1,1
5631,madrugrada,1,1,1
5632,injustifikadu,1,1,1
5633,akordaun,2,1,2
5634,vulnera,1,1,1
5635,integridade,2,1,2
5636,unanimidade,1,1,1
5637,enkuantuu,1,1,1
5638,proporsionál,1,1,1
5639,klarifikasaun,1,1,1
5640,hadi'ak,1,1,1
5641,inseguransa,1,1,1
5642,konsume,2,1,2
5643,mandarin,1,1,1
5644,dodook,1,1,1
5645,siin,1,1,1
5646,falsifika,1,1,1
5647,deskobrimentu,1,1,1
5648,dois,1,1,1
5649,plus,8,1,8
5650,tropikál,1,1,1
5651,jambi,4,1,4
5652,mamuju,2,1,2
5653,satria,1,1,1
5654,rai-hún,1,1,1
5655,ay,1,1,1
5656,polándia,3,1,3
5657,nepál,1,1,1
5658,bee-sa’e,2,1,2
5659,nirwan,2,1,2
5660,auzenta,1,1,1
5661,karris,1,1,1
5662,akresente,1,1,1
5663,fonesedór,1,1,1
5664,impostu,2,1,2
5665,destinadu,2,1,2
5666,kompreensaun,1,1,1
5667,nomeia,4,1,4
5668,pose,3,1,3
5669,individu,1,1,1
5670,extraordinária,1,1,1
5671,astrazeneca-austrália,1,1,1
5672,individuo,1,1,1
5673,ilidio,1,1,1
5674,fermino,1,1,1
5675,one,5,1,5
5676,komuniadade,1,1,1
5677,uma-kaduak,3,1,3
5678,beach,5,1,5
5679,dollar,5,1,5
5680,tasi-laran,1,1,1
5681,eventual,1,1,1
5682,aéreo,1,1,1
5683,klima,5,1,5
5684,anarkizmu,1,1,1
5685,sivilizasaun,1,1,1
5686,franscisco,1,1,1
5687,iku-ikus,1,1,1
5688,tuda,6,1,6
5689,fé,1,1,1
5690,mokatil,9,1,9
5691,juice,1,1,1
5692,protetór,2,1,2
5693,jeruk,1,1,1
5694,kamponezes,3,1,3
5695,dellos,1,1,1
5696,rairobo,3,1,3
5697,electric,1,1,1
5698,esmelia,1,1,1
5699,g-mejd,1,1,1
5700,fulan-agostu,1,1,1
5701,efetivamente,1,1,1
5702,eksedentáriu,1,1,1
5703,reembolsa,1,1,1
5704,reembolsu,1,1,1
5705,arigu,1,1,1
5706,isensaun,2,1,2
5707,semestre,7,1,7
5708,motante,1,1,1
5709,akreditadu,2,1,2
5710,tópiku,1,1,1
5711,expresa,1,1,1
5712,aplikante,1,1,1
5713,primeiru-lugár,1,1,1
5714,joanico,2,1,2
5715,mellór,1,1,1
5716,inforgrafia,1,1,1
5717,manas,3,1,3
5718,loro-matan,3,1,3
5719,planeta,1,1,1
5720,kór,1,1,1
5721,haksumik-an,1,1,1
5722,terra,1,1,1
5723,lunar,4,1,4
5724,astronómiku,1,1,1
5725,konsekentemente,1,1,1
5726,eklipse,4,1,4
5727,fenómenu,5,1,5
5728,experimenta,1,1,1
5729,totál’,1,1,1
5730,peneira,6,1,6
5731,lafu,2,1,2
5732,juliana,3,1,3
5733,nomor,2,1,2
5734,check,1,1,1
5735,prienxe,1,1,1
5736,lanu,1,1,1
5737,alcina,2,1,2
5738,team,1,1,1
5739,prejudika,1,1,1
5740,leader,1,1,1
5741,júlia,1,1,1
5742,rosalina,1,1,1
5743,doutora,1,1,1
5744,pomada,1,1,1
5745,laptop,2,1,2
5746,graduandu,8,1,8
5747,mendon,2,1,2
5748,dnit-untl,3,1,3
5749,link,1,1,1
5750,aparellu,1,1,1
5751,e-mail,1,1,1
5752,zoom,5,1,5
5753,fss,1,1,1
5754,umana,1,1,1
5755,fej,1,1,1
5756,filozofia,1,1,1
5757,umanidade,1,1,1
5758,toga,1,1,1
5759,fsu,1,1,1
5760,fmss,1,1,1
5761,solene,1,1,1
5762,virtuál,3,1,3
5763,feau,1,1,1
5764,ensaiu,1,1,1
5765,ran-midar,1,1,1
5766,vise-ministra,2,1,2
5767,legadu,1,1,1
5768,koranjen,1,1,1
5769,krúz,6,1,6
5770,simpóziu,2,1,2
5771,buburlau,1,1,1
5772,charles,1,1,1
5773,partus,1,1,1
5774,darlau,1,1,1
5775,kaisabe,1,1,1
5776,karau-mate,1,1,1
5777,namalai,2,1,2
5778,bunak,2,1,2
5779,rekadu,1,1,1
5780,plataforma,4,1,4
5781,kolekta,1,1,1
5782,mericio,3,1,3
5783,inkorporasaun,1,1,1
5784,it,1,1,1
5785,mekánika,1,1,1
5786,nominál,1,1,1
5787,estraordinária,1,1,1
5788,knotak,1,1,1
5789,viegas,1,1,1
5790,aitarak-laran,1,1,1
5791,pena,4,1,4
5792,parsiál,2,1,2
5793,metade,1,1,1
5794,indultu,4,1,4
5795,tor,4,1,4
5796,ratifikativu,1,1,1
5797,demolisaun,1,1,1
5798,verba,1,1,1
5799,defensiva,1,1,1
5800,sukoru,1,1,1
5801,primeira-véz,1,1,1
5802,dame’,1,1,1
5803,navegasaun,1,1,1
5804,ofensiva,1,1,1
5805,treina,2,1,2
5806,amalia,1,1,1
5807,moris-foun,4,1,4
5808,route,4,1,4
5809,survey,4,1,4
5810,bolsa,1,1,1
5811,ezekutiva,4,1,4
5812,destina,1,1,1
5813,intelektuál,1,1,1
5814,leila,3,1,3
5815,udan-boot,1,1,1
5816,montana,1,1,1
5817,asphalting,1,1,1
5818,hampar,1,1,1
5819,kayrala,1,1,1
5820,lucitania,1,1,1
5821,fornesidu,1,1,1
5822,esperensia,1,1,1
5823,kes,1,1,1
5824,agredesimentu,1,1,1
5825,top,1,1,1
5826,ne'ebe,1,1,1
5827,konstititional,1,1,1
5828,alito,1,1,1
5829,spa,1,1,1
5830,dr,3,1,3
5831,governo,1,1,1
5832,detata,1,1,1
5833,infektadu,3,1,3
5834,aiteas,1,1,1
5835,riin,1,1,1
5836,manatutu-vila,1,1,1
5837,renbor,3,1,3
5838,telefónika,1,1,1
5839,bee-boot,1,1,1
5840,lakan,3,1,3
5841,jeleira,1,1,1
5842,cpap,2,1,2
5843,sanan-rai,4,1,4
5844,rice,1,1,1
5845,cooker,1,1,1
5846,sanan,1,1,1
5847,ai-leba,2,1,2
5848,etelvina,1,1,1
5849,modernizadu,1,1,1
5850,ejeñaria,1,1,1
5851,esforsu-an,1,1,1
5852,sorte’,1,1,1
5853,dezeju,1,1,1
5854,felizberto,1,1,1
5855,fect,1,1,1
5856,foho-leten,1,1,1
5857,koneksaun,4,1,4
5858,laurentina,1,1,1
5859,metiaut,7,1,7
5860,sra,2,1,2
5861,korta,3,1,3
5862,hermenegilda,1,1,1
5863,liurai,1,1,1
5864,eleitoral,2,1,2
5865,dala-neen,2,1,2
5866,rai-liur,1,1,1
5867,populsaun,1,1,1
5868,ne’eebé,1,1,1
5869,votasoins,1,1,1
5870,eleitórál,1,1,1
5871,envez,2,1,2
5872,resensiamentu,1,1,1
5873,eleitores,1,1,1
5874,pubilka,1,1,1
5875,eletór,1,1,1
5876,nations,1,1,1
5877,programme,1,1,1
5878,reprezentativu,1,1,1
5879,estájiu,2,1,2
5880,pef,1,1,1
5881,audian,1,1,1
5882,website,3,1,3
5883,propriu,1,1,1
5884,streaming,2,1,2
5885,horiseik,1,1,1
5886,sanulu-resin-rua,1,1,1
5887,lautem,1,1,1
5888,lao,2,1,2
5889,ainaro,1,1,1
5890,desidi,1,1,1
5891,finansas,2,1,2
5892,fulan-maiu,1,1,1
5893,mantein,3,1,3
5894,impoen,1,1,1
5895,inspesionadu,1,1,1
5896,dasin,5,1,5
5897,favoresidu,1,1,1
5898,konvoka,1,1,1
5899,komersializa,1,1,1
5900,nfali,1,1,1
5901,justifikasaun,2,1,2
5902,rekuza,1,1,1
5903,obriga-an,1,1,1
5904,komprimentu,1,1,1
5905,metro,1,1,1
5906,viájen,1,1,1
5907,shangai,1,1,1
5908,tasi-leten,1,1,1
5909,preve,1,1,1
5910,largura,1,1,1
5911,kofinansia,1,1,1
5912,paulino,1,1,1
5913,sardine,1,1,1
5914,bimoli,1,1,1
5915,tende,1,1,1
5916,koziña,1,1,1
5917,supermie,1,1,1
5918,programadu,1,1,1
5919,restante,1,1,1
5920,abele,2,1,2
5921,sir,2,1,2
5922,anderson,1,1,1
5923,kakutak,2,1,2
5924,profesora,1,1,1
5925,nain,4,1,4
5926,saraf,1,1,1
5927,tumor,5,1,5
5928,hanehan,2,1,2
5929,freddie,1,1,1
5930,laloos,2,1,2
5931,matilda,1,1,1
5932,amy,6,1,6
5933,nervus,1,1,1
5934,presija,2,1,2
5935,amelia,1,1,1
5936,susuben,2,1,2
5937,nakloke,2,1,2
5938,vulverável,1,1,1
5939,enkaixa,1,1,1
5940,tasak,1,1,1
5941,dulas,2,1,2
5942,barbarak,1,1,1
5943,saramata,1,1,1
5944,januario,4,1,4
5945,oeleo,2,1,2
5946,bragan,1,1,1
5947,sosializa,1,1,1
5948,gildapil,1,1,1
5949,oda,1,1,1
5950,fortalesimentu,1,1,1
5951,kobertura,1,1,1
5952,universál,1,1,1
5953,hafanun,1,1,1
5954,versaun,3,1,3
5955,públiku’,1,1,1
5956,france-press,1,1,1
5957,jerusalém,1,1,1
5958,nain-,2,1,2
5959,multi-relijioza,1,1,1
5960,multi-kulturál,1,1,1
5961,prevalese,1,1,1
5962,bilateral,1,1,1
5963,austrál,1,1,1
5964,disponível,1,1,1
5965,superior,3,1,3
5966,sudoeste,1,1,1
5967,pekín,1,1,1
5968,zhengzhou,1,1,1
5969,abrigu,1,1,1
5970,situada,1,1,1
5971,meteorolójika,1,1,1
5972,popular,1,1,1
5973,carol,1,1,1
5974,charlotte,2,1,2
5975,camila,1,1,1
5976,ladun,1,1,1
5977,kalifórnia,1,1,1
5978,caitlyn',1,1,1
5979,calvin,1,1,1
5980,clayton,3,1,3
5981,crystal,1,1,1
5982,hernandes,1,1,1
5983,carla,1,1,1
5984,patty,2,1,2
5985,bo'ot,2,1,2
5986,christoper,1,1,1
5987,letra,2,1,2
5988,c',2,1,2
5989,cristina,1,1,1
5990,caleb,1,1,1
5991,caroline',1,1,1
5992,kazál,2,1,2
5993,celeste,1,1,1
5994,mirror,1,1,1
5995,catherine',1,1,1
5996,christian,1,1,1
5997,kurtél,1,1,1
5998,luz,3,1,3
5999,obedese,1,1,1
6000,lúz,1,1,1
6001,servisu-na’in,1,1,1
6002,kongratulasaun,1,1,1
6003,sira’,1,1,1
6004,kontinu,1,1,1
6005,oitavu,1,1,1
6006,índise,1,1,1
6007,reporter,1,1,1
6008,da-viii,1,1,1
6009,cooperativa,1,1,1
6010,apresiaun,1,1,1
6011,ekonomiku,2,1,2
6012,elizária,1,1,1
6013,secoop,2,1,2
6014,ki’ak,1,1,1
6015,rezolva,1,1,1
6016,comunidade,1,1,1
6017,portuguesa,1,1,1
6018,albano,2,1,2
6019,au,1,1,1
6020,zacarias,4,1,4
6021,priviléjiu,1,1,1
6022,ajenta,1,1,1
6023,países,1,1,1
6024,lizboa,1,1,1
6025,língua,1,1,1
6026,prakash,1,1,1
6027,jai,1,1,1
6028,corporation,1,1,1
6029,india,4,1,4
6030,delhi,2,1,2
6031,atualizadu,1,1,1
6032,ndmc,1,1,1
6033,sertamente,1,1,1
6034,rejistadu,1,1,1
6035,info,2,1,2
6036,estoke,3,1,3
6037,oxijéniu,1,1,1
6038,wordometers,2,1,2
6039,north,1,1,1
6040,halibur-malu,1,1,1
6041,inklinadu,1,1,1
6042,taksi,1,1,1
6043,industrial,1,1,1
6044,aluk,1,1,1
6045,descartes,1,1,1
6046,provadu,1,1,1
6047,testamuña,1,1,1
6048,ezonerasaun,2,1,2
6049,pjr,3,1,3
6050,alfonso,3,1,3
6051,prokuradór,3,1,3
6052,superintendenteantónio,1,1,1
6053,polisiamentu,1,1,1
6054,dpkn,5,1,5
6055,jogus,1,1,1
6056,horácio,1,1,1
6057,inspsaun,1,1,1
6058,rolu,1,1,1
6059,volume,2,1,2
6060,kanuru,2,1,2
6061,suru,5,1,5
6062,tve,1,1,1
6063,live,1,1,1
6064,google,1,1,1
6065,konkordánsia,2,1,2
6066,rttl,9,1,9
6067,meeting,1,1,1
6068,soundmoji,4,1,4
6069,messenger,2,1,2
6070,update,2,1,2
6071,twitter,1,1,1
6072,basa-liman,1,1,1
6073,emoji,6,1,6
6074,day,1,1,1
6075,library,1,1,1
6076,hamnasa,1,1,1
6077,on,1,1,1
6078,lapizeira,2,1,2
6079,tissue,1,1,1
6080,who,1,1,1
6081,kontaminadu,2,1,2
6082,butaun,2,1,2
6083,mouse,1,1,1
6084,kontamidadu,1,1,1
6085,teknolójiku,1,1,1
6086,kaer-fatin,1,1,1
6087,portátil,1,1,1
6088,off,1,1,1
6089,journalism,1,1,1
6090,enjeñeiru,4,1,4
6091,ponto,1,1,1
6092,vista,1,1,1
6093,kupang,1,1,1
6094,malewa,1,1,1
6095,mutasaun,1,1,1
6096,espésime,1,1,1
6097,prof,1,1,1
6098,z,1,1,1
6099,hermi,2,1,2
6100,indita,1,1,1
6101,johanis,1,1,1
6102,w,1,1,1
6103,haketan,1,1,1
6104,akumuladu,1,1,1
6105,mcc,1,1,1
6106,dezeña,1,1,1
6107,dezvia,3,1,3
6108,nakfakar,1,1,1
6109,organisaun,1,1,1
6110,sivil,1,1,1
6111,be’e,1,1,1
6112,ingés,1,1,1
6113,afeitadu,1,1,1
6114,halao,2,1,2
6115,jim,1,1,1
6116,oinsa,1,1,1
6117,aihan,1,1,1
6118,wright,1,1,1
6119,hau,5,1,5
6120,anúnsia,2,1,2
6121,singla,1,1,1
6122,filafali,1,1,1
6123,ativa,2,1,2
6124,hadia,1,1,1
6125,penalizasaun,1,1,1
6126,kois,1,1,1
6127,tun,1,1,1
6128,hada,1,1,1
6129,japonés,1,1,1
6130,boboot,1,1,1
6131,redezeña,1,1,1
6132,barajen,5,1,5
6133,bebeik,2,1,2
6134,fila-fila,1,1,1
6135,gari,2,1,2
6136,reinsersaun,1,1,1
6137,rekluzu’,1,1,1
6138,mentalidade,1,1,1
6139,soliedariedade,1,1,1
6140,dadur,6,1,6
6141,re-integra,1,1,1
6142,instalasan,1,1,1
6143,wifi,3,1,3
6144,lecidere,5,1,5
6145,telekom,3,1,3
6146,episentru,1,1,1
6147,multilaterál,1,1,1
6148,houssin,1,1,1
6149,gamma,1,1,1
6150,tedros,1,1,1
6151,transparante,2,1,2
6152,beta,1,1,1
6153,france,2,1,2
6154,didier,1,1,1
6155,adhanom,1,1,1
6156,posivelmente,1,1,1
6157,globalmente,1,1,1
6158,na’an-karau,1,1,1
6159,definidu,1,1,1
6160,item,1,1,1
6161,pilotu,1,1,1
6162,laklubar,5,1,5
6163,transportasaun,1,1,1
6164,browne,2,1,2
6165,subiska,1,1,1
6166,tony,2,1,2
6167,kontajiozu,1,1,1
6168,ventilasaun,2,1,2
6169,akbar,1,1,1
6170,adezaun,1,1,1
6171,sarimah,3,1,3
6172,embaixadora,2,1,2
6173,cristal,1,1,1
6174,sales,1,1,1
6175,isfit,1,1,1
6176,teologia,1,1,1
6177,east,1,1,1
6178,professores,1,1,1
6179,católico,1,1,1
6180,filosófico,1,1,1
6181,undil,1,1,1
6182,politécnico,1,1,1
6183,iob,1,1,1
6184,icr,1,1,1
6185,business,1,1,1
6186,izensaun,3,1,3
6187,instituto,12,1,12
6188,profissional,1,1,1
6189,memorandu,1,1,1
6190,ibtl,1,1,1
6191,telkomsel,1,1,1
6192,ciências,4,1,4
6193,isjb,1,1,1
6194,isc,1,1,1
6195,brito,1,1,1
6196,etci,1,1,1
6197,canossa,1,1,1
6198,telemor,1,1,1
6199,jsu,1,1,1
6200,iffs,1,1,1
6201,ies,3,1,3
6202,university,1,1,1
6203,religiosas,1,1,1
6204,betano,1,1,1
