id,Label,tf,df,tdf
2132,animál,5,1,5
2133,namkari,1,1,1
2134,estima,4,1,4
2135,eduka,2,1,2
2136,lima,32,1,32
2137,fraga,2,1,2
2138,hán-hemu,3,1,3
2139,okupa,4,1,4
2140,seguru,15,1,15
2141,akanunu,1,1,1
2142,pré-sekundária,6,1,6
2143,unidas,1,1,1
2144,ligasaun,8,1,8
2145,enkontru,48,1,48
2146,onu,3,1,3
2147,leite,2,1,2
2148,tráfiku,10,1,10
2149,fidelis,12,1,12
2150,faról,12,1,12
2151,konvensionál,2,1,2
2152,papél,7,1,7
2153,n,2,1,2
2154,aproximasaun,2,1,2
2155,atan,2,1,2
2156,komponente,8,1,8
2157,iom,7,1,7
2158,kanál,4,1,4
2159,ministeriu,2,1,2
2160,máximu,27,1,27
2161,eskravidaun,1,1,1
2162,diskute,13,1,13
2163,organizadu,2,1,2
2164,whole,1,1,1
2165,antonio,19,1,19
2166,government’,1,1,1
2167,subliña,5,1,5
2168,magalh,8,1,8
2169,primeiru-minitru,1,1,1
2170,nasoens,1,1,1
2171,ameasa,7,1,7
2172,eskala,1,1,1
2173,rezidénsia,7,1,7
2174,fokus,1,1,1
2175,ramata,2,1,2
2176,espíritu,5,1,5
2177,efisiente,3,1,3
2178,hasa’e,29,1,29
2179,selebrasaun,20,1,20
2180,valoriza-an,2,1,2
2181,ekonómika,16,1,16
2182,mestre,3,1,3
2183,fiar,16,1,16
2184,sobrevivente,14,1,14
2185,koñesimentu,13,1,13
2186,ohin-loron,2,1,2
2187,loriku,2,1,2
2188,efetivu,9,1,9
2189,rekuperasaun,9,1,9
2190,intervéin,2,1,2
2191,aswa’in,2,1,2
2192,aban-bainrua,6,1,6
2193,santa-krúz,6,1,6
2194,subsidiáriu,2,1,2
2195,emediata,1,1,1
2196,rekoperasaun,1,1,1
2197,novu,1,1,1
2198,mutudare,1,1,1
2199,médiu,3,1,3
2200,lakoto,1,1,1
2201,peter,13,1,13
2202,fornesimentu,5,1,5
2203,kontinuasaun,2,1,2
2204,satan,1,1,1
2205,reparasaun,1,1,1
2206,meta,4,1,4
2207,hamoos,5,1,5
2208,roberts,10,1,10
2209,embaixador,2,1,2
2210,fonte,2,1,2
2211,btl,7,1,7
2212,tohu,1,1,1
2213,peloi,2,1,2
2214,kalamidade,6,1,6
2215,madeia,1,1,1
2216,viatura,10,1,10
2217,manda,2,1,2
2218,deskobre,8,1,8
2219,fiskalizasaun,15,1,15
2220,fotografia,2,1,2
2221,mídia,32,1,32
2222,finadu,7,1,7
2223,efk,7,1,7
2224,konferénsia,24,1,24
2225,madeira,1,1,1
2226,ierárkiku,2,1,2
2227,konjunta,15,1,15
2228,akumula,3,1,3
2229,hakraik-an,1,1,1
2230,korupsaun,12,1,12
2231,vídiu,9,1,9
2232,anti,8,1,8
2233,kak,6,1,6
2234,wa,1,1,1
2235,wa’in,3,1,3
2236,prepara-an,6,1,6
2237,teb-tebes,6,1,6
2238,tasi-tolu,9,1,9
2239,marcos,7,1,7
2240,pasajen,3,1,3
2241,klase,4,1,4
2242,vigór,7,1,7
2243,internu,2,1,2
2244,esplora,3,1,3
2245,proteje,13,1,13
2246,preokupasun,1,1,1
2247,sendzimir,2,1,2
2248,asisténsia,13,1,13
2249,wanda,2,1,2
2250,judisiál,1,1,1
2251,finanseiru,4,1,4
2252,trafikante,1,1,1
2253,kondena,4,1,4
2254,kastiga,1,1,1
2255,ne,11,1,11
2256,esforsa,13,1,13
2257,proativu,1,1,1
2258,fiu,4,1,4
2259,badak,26,1,26
2260,públikas,3,1,3
2261,km,6,1,6
2262,unip,4,1,4
2263,haelesu,3,1,3
2264,implementadór,6,1,6
2265,kliente,3,1,3
2266,promete,7,1,7
2267,norberto,2,1,2
2268,impedimentu,3,1,3
2269,ai-riin,7,1,7
2270,fatubesi,1,1,1
2271,faze,36,1,36
2272,nunudoi,2,1,2
2273,lama,4,1,4
2274,fornese,9,1,9
2275,pur,3,1,3
2276,lisensa,13,1,13
2277,kareta-na’in,1,1,1
2278,tereste,1,1,1
2279,bus,1,1,1
2280,kondutór,6,1,6
2281,dntt,18,1,18
2282,sirkulasaun,25,1,25
2283,angguna,1,1,1
2284,asidente,10,1,10
2285,tarjetu,6,1,6
2286,sansaun,4,1,4
2287,sibuk,1,1,1
2288,mausiga,2,1,2
2289,ikus-ikus,1,1,1
2290,nahe,4,1,4
2291,ahi,12,1,12
2292,uma',1,1,1
2293,jujur,1,1,1
2294,postu-adminsitrativu,2,1,2
2295,katuas,4,1,4
2296,kaer,18,1,18
2297,maubara,10,1,10
2298,hadau,5,1,5
2299,hatulia,2,1,2
2300,be,1,1,1
2301,atrai,7,1,7
2302,gaak-pr,1,1,1
2303,prinsipál,8,1,8
2304,negosiante’,1,1,1
2305,inisativa,1,1,1
2306,kónjuge,1,1,1
2307,fatu’u,1,1,1
2308,bikeli,2,1,2
2309,makadade,3,1,3
2310,uaruana,1,1,1
2311,kulinária,2,1,2
2312,lukru,1,1,1
2313,finansiamentu,4,1,4
2314,inan-feton,3,1,3
2315,gabinete,30,1,30
2316,sabór,2,1,2
2317,hakbiit,6,1,6
2318,abilidade,4,1,4
2319,akrema,1,1,1
2320,katóliku,2,1,2
2321,ajenadu,1,1,1
2322,papa,31,1,31
2323,lubun,1,1,1
2324,vasinadu,1,1,1
2325,pré-kondisaun,1,1,1
2326,pasífiku,1,1,1
2327,vatikanu,8,1,8
2328,reuniaun,47,1,47
2329,papál,1,1,1
2330,rain,12,1,12
2331,hale’u,4,1,4
2332,ai,8,1,8
2333,alexandrinho,3,1,3
2334,haburas,6,1,6
2335,rikusoin,2,1,2
2336,leo-lima,1,1,1
2337,goulau,1,1,1
2338,hatu-udu,5,1,5
2339,prega,1,1,1
2340,lutu,9,1,9
2341,éktare,18,1,18
2342,estanislau,1,1,1
2343,mola,1,1,1
2344,loron-loron,1,1,1
2345,tarotu,1,1,1
2346,aitemalau,1,1,1
2347,fatin-fatin,1,1,1
2348,prioritiza,4,1,4
2349,ida-tan,1,1,1
2350,aitemua,1,1,1
2351,mindelo,1,1,1
2352,nú,10,1,10
2353,governasaun,5,1,5
2354,define,16,1,16
2355,press,1,1,1
2356,funsaun,12,1,12
2357,konjuntu,4,1,4
2358,fora,1,1,1
2359,movimenta,4,1,4
2360,konvokatóriu,1,1,1
2361,boa,5,1,5
2362,ppo,1,1,1
2363,feriadu,6,1,6
2364,fiskalizadór,1,1,1
2365,januário,1,1,1
2366,sesaun,8,1,8
2367,finalidade,3,1,3
2368,korupasaun,1,1,1
2369,fin,2,1,2
2370,release,1,1,1
2371,too,1,1,1
2372,kumprimentu,3,1,3
2373,patrimóniu,5,1,5
2374,sentavu,5,1,5
2375,metan,1,1,1
2376,maek,5,1,5
2377,standard,1,1,1
2378,haupu,2,1,2
2379,assi,1,1,1
2380,du’ut,2,1,2
2381,presu,15,1,15
2382,hakiak,7,1,7
2383,whatsapp,3,1,3
2384,kilógrama,10,1,10
2385,folin,34,1,34
2386,estandariza,1,1,1
2387,sprizzi,7,1,7
2388,selu,41,1,41
2389,debe,3,1,3
2390,kansela,7,1,7
2391,arjentina,6,1,6
2392,santa,8,1,8
2393,papua,2,1,2
2394,notisioza,2,1,2
2395,monseñor,3,1,3
2396,uca,1,1,1
2397,konfirma,2,1,2
2398,interview,1,1,1
2399,guiné,2,1,2
2400,núnsiu,2,1,2
2401,telam,2,1,2
2402,marco,7,1,7
2403,orjinalmente,1,1,1
2404,apostóliku,3,1,3
2405,likisa,1,1,1
2406,ikus,36,1,36
2407,grogi,1,1,1
2408,perfíl,1,1,1
2409,asume,18,1,18
2410,rejistu,6,1,6
2411,vatuvou,5,1,5
2412,an,15,1,15
2413,ta’uk,7,1,7
2414,koordenadora,2,1,2
2415,gabriela,4,1,4
2416,igualdade,5,1,5
2417,ualu,9,1,9
2418,periera,1,1,1
2419,desizaun,52,1,52
2420,ingrid,1,1,1
2421,nia-an,6,1,6
2422,brisbane,2,1,2
2423,opresaun,1,1,1
2424,korajozu,1,1,1
2425,christopher,1,1,1
2426,hakotu-iis,5,1,5
2427,brutalidade,1,1,1
2428,ariska,1,1,1
2429,falta,5,1,5
2430,inspirasaun,3,1,3
2431,en,3,1,3
2432,komplikadu,1,1,1
2433,admira,1,1,1
2434,bucens,1,1,1
2435,koñesidu,6,1,6
2436,wenner,1,1,1
2437,filmajen,2,1,2
2438,expóz,1,1,1
2439,max,11,1,11
2440,stahl,7,1,7
2441,injustisa,1,1,1
2442,seniór,2,1,2
2443,klínika,14,1,14
2444,isin-rua,15,1,15
2445,tetu,4,1,4
2446,ijiéniku,3,1,3
2447,maloa,2,1,2
2448,nutrisaun,9,1,9
2449,bernardo,3,1,3
2450,atendimentu,15,1,15
2451,enfermeiru,3,1,3
2452,moos,5,1,5
2453,rosário,10,1,10
2454,farmásia,5,1,5
2455,laboratóriu,4,1,4
2456,dn,2,1,2
2457,preventiva,4,1,4
2458,bombeiru,18,1,18
2459,claudio,6,1,6
2460,ooooh,1,1,1
2461,bekora’,1,1,1
2462,inséndiu,19,1,19
2463,hakat,32,1,32
2464,kleur,8,1,8
2465,impede,17,1,17
2466,timornews,3,1,3
2467,simente,4,1,4
2468,uma-luli,3,1,3
2469,sor,1,1,1
2470,besi,3,1,3
2471,babulu,4,1,4
2472,fila-liman,3,1,3
2473,alfredo,4,1,4
2474,prego,1,1,1
2475,rai-henek,17,1,17
2476,bazartete,2,1,2
2477,emilia,1,1,1
2478,ambulánsia,5,1,5
2479,multi-funsaun,1,1,1
2480,rihun,31,1,31
2481,ha'u,10,1,10
2482,soma,1,1,1
2483,lojístika,2,1,2
2484,leorema,1,1,1
2485,sede,3,1,3
2486,favór,6,1,6
2487,tesi,2,1,2
2488,fulan-fulan,3,1,3
2489,diplomasia,2,1,2
2490,jorge,13,1,13
2491,juvêncio,1,1,1
2492,posse,7,1,7
2493,veneranda,1,1,1
2494,razoável,1,1,1
2495,país,11,1,11
2496,reino,1,1,1
2497,óbviu,1,1,1
2498,tailándia,9,1,9
2499,trindade,1,1,1
2500,branco,3,1,3
2501,neves,1,1,1
2502,cruz,8,1,8
2503,rai-li’ur,11,1,11
2504,diplomata,2,1,2
2505,interna,8,1,8
2506,fatia,1,1,1
2507,miranda,3,1,3
2508,diplomátika,5,1,5
2509,joana,1,1,1
2510,mozambike,1,1,1
2511,cam,1,1,1
2512,estranjeiru,8,1,8
2513,énfaze,2,1,2
2514,koresponde,2,1,2
2515,edukativu,1,1,1
2516,sampah,1,1,1
2517,asesível,2,1,2
2518,madalena,3,1,3
2519,belar,1,1,1
2520,justu,4,1,4
2521,konvida,4,1,4
2522,komprende,11,1,11
2523,raes,1,1,1
2524,piór,5,1,5
2525,andár,1,1,1
2526,terminolojia,4,1,4
2527,hi’it,1,1,1
2528,rhto,1,1,1
2529,subar,2,1,2
2530,moe,4,1,4
2531,aat’,4,1,4
2532,taibesi,19,1,19
2533,merese,3,1,3
2534,traktór,2,1,2
2535,orienta,11,1,11
2536,ezekuta,22,1,22
2537,maun,6,1,6
2538,rahun,3,1,3
2539,okos,9,1,9
2540,eskavatór,1,1,1
2541,kuartu,10,1,10
2542,rencana,1,1,1
2543,terlambat,1,1,1
2544,ku’ak,2,1,2
2545,bekusi,6,1,6
2546,administrativa,11,1,11
2547,aprezenta,38,1,38
2548,konetividade,5,1,5
2549,abitasaun,6,1,6
2550,ambeno,1,1,1
2551,deskonfia,7,1,7
2552,dignu,9,1,9
2553,envolvimentu,1,1,1
2554,tomas,2,1,2
2555,pensaun,1,1,1
2556,caldeira,2,1,2
2557,kura,1,1,1
2558,stroke’,1,1,1
2559,sona,4,1,4
2560,doutór,19,1,19
2561,iradarat,1,1,1
2562,depois-de,3,1,3
2563,iliomar,3,1,3
2564,pinto,7,1,7
2565,explika,1,1,1
2566,astrazeneca,51,1,51
2567,leonel,6,1,6
2568,toba,8,1,8
2569,infrenta,1,1,1
2570,kapela,5,1,5
2571,aradarat,1,1,1
2572,turnu,2,1,2
2573,badinas,3,1,3
2574,agustinho,1,1,1
2575,kintal-boot,1,1,1
2576,lisensiadu,1,1,1
2577,nobel,2,1,2
2578,paz,4,1,4
2579,kualifikadu,2,1,2
2580,dadeer-saan,11,1,11
2581,méritu,1,1,1
2582,ipb,12,1,12
2583,kontrusaun,4,1,4
2584,zeotéknika,1,1,1
2585,ensínu,2,1,2
2586,lay,1,1,1
2587,gradua,3,1,3
2588,politékniku,2,1,2
2589,betanu,10,1,10
2590,filomena,4,1,4
2591,determinante,3,1,3
2592,agostinho,7,1,7
2593,produsaun,10,1,10
2594,agronomia,1,1,1
2595,moras-kulit,2,1,2
2596,aberta’,2,1,2
2597,kardiurespiratóriu,1,1,1
2598,andre,2,1,2
2599,staff,5,1,5
2600,estomagu,1,1,1
2601,médika,4,1,4
2602,konsulta,11,1,11
2603,fuan,8,1,8
2604,pulmaun,1,1,1
2605,sabeh,4,1,4
2606,eventu,6,1,6
2607,tensaun,4,1,4
2608,hanorin,10,1,10
2609,estádiu,3,1,3
2610,surtu,8,1,8
2611,rekruta,4,1,4
2612,hemu,15,1,15
2613,selesiona,5,1,5
2614,hrd,1,1,1
2615,teste,38,1,38
2616,selesionadu,1,1,1
2617,eskrita,2,1,2
2618,florentina,2,1,2
2619,ambientál,2,1,2
2620,sensitivu,1,1,1
2621,infesaun,7,1,7
2622,respirasaun,1,1,1
2623,ahi-suar,1,1,1
2624,suar,2,1,2
2625,aprezenta-an,3,1,3
2626,sintoma,14,1,14
2627,rai-rahun,2,1,2
2628,ss,16,1,16
2629,repiratória,2,1,2
2630,ispa,4,1,4
2631,rego,3,1,3
2632,respiratória,4,1,4
2633,ops,1,1,1
2634,plan,3,1,3
2635,pitl,1,1,1
2636,maira,2,1,2
2637,persentanjen,1,1,1
2638,pozisaun,11,1,11
2639,numeru,1,1,1
2640,disiplina,7,1,7
2641,formatura,2,1,2
2642,maubise,6,1,6
2643,arma,5,1,5
2644,serjentu,1,1,1
2645,rituál,6,1,6
2646,suai-vila,1,1,1
2647,entidade,10,1,10
2648,fetok,1,1,1
2649,anpm,1,1,1
2650,hori-kalan,4,1,4
2651,maus,1,1,1
2652,era,1,1,1
2653,ave,1,1,1
2654,gap-ep,1,1,1
2655,resources,5,1,5
2656,kmaus,4,1,4
2657,petrolífera,3,1,3
2658,perfurasaun,18,1,18
2659,eroi,4,1,4
2660,petróleu,1,1,1
2661,maiu,96,1,96
2662,rai-maran,13,1,13
2663,fura,4,1,4
2664,minerál,1,1,1
2665,komp,2,1,2
2666,mina-matan,10,1,10
2667,enkoraza,1,1,1
2668,ikan,8,1,8
2669,philip,2,1,2
2670,ipar-ira,1,1,1
2671,non,1,1,1
2672,antunes,3,1,3
2673,tilapia,2,1,2
2674,ong,2,1,2
2675,map,14,1,14
2676,kadeia,7,1,7
2677,efisiénsia,4,1,4
2678,worldfish,1,1,1
2679,jenerozidade,1,1,1
2680,akikultura,2,1,2
2681,zelándia,5,1,5
2682,ppp,2,1,2
2683,wordwish,1,1,1
2684,pedro,17,1,17
2685,modalidade,8,1,8
2686,fini,4,1,4
2687,hewitt,1,1,1
2688,governamentál,1,1,1
2689,mal-nutrisaun,4,1,4
2690,lia-bolu,1,1,1
2691,sakrifika-an,1,1,1
2692,kkln,6,1,6
2693,jestu,3,1,3
2694,negro,1,1,1
2695,setembro,5,1,5
2696,munísipiu,2,1,2
2697,bua-malus,2,1,2
2698,lia-na'in,1,1,1
2699,hakotu,18,1,18
2700,matak-malirin,3,1,3
2701,lolo,1,1,1
2702,ibun,5,1,5
2703,libertasaun,22,1,22
2704,veteranus,1,1,1
2705,monumentu,6,1,6
2706,responsável,8,1,8
2707,haraik,2,1,2
2708,kompete,18,1,18
2709,ict,2,1,2
2710,teknolojia,18,1,18
2711,and,6,1,6
2712,abr,16,1,16
2713,saldanha,11,1,11
2714,information,1,1,1
2715,technology,3,1,3
2716,camp,2,1,2
2717,communication,1,1,1
2718,emerjente,1,1,1
2719,prizioneiru,16,1,16
2720,prizaun,15,1,15
2721,victims’,1,1,1
2722,libérée,1,1,1
2723,sexuál,4,1,4
2724,association,1,1,1
2725,akuza,1,1,1
2726,abuzu,4,1,4
2727,kruél,1,1,1
2728,carring,1,1,1
2729,komunika,1,1,1
2730,pedófilu,1,1,1
2731,moras’,1,1,1
2732,parole,1,1,1
2733,inkéritu,2,1,2
2734,devaux,1,1,1
2735,traisaun,4,1,4
2736,ois,1,1,1
2737,profunda,5,1,5
2738,fundadór,2,1,2
2739,labarik’,1,1,1
2740,padre,9,1,9
2741,enkomenda,1,1,1
2742,gratidaun,1,1,1
2743,testemuña,1,1,1
2744,tristeza,1,1,1
2745,investigadór,6,1,6
2746,indiferensa,1,1,1
2747,franseza,4,1,4
2748,fran,1,1,1
2749,konfiansa,7,1,7
2750,rasin,2,1,2
2751,not,1,1,1
2752,about,1,1,1
2753,potensiál,3,1,3
2754,móvel,3,1,3
2755,alvu,7,1,7
2756,otelaria,1,1,1
2757,gás,1,1,1
2758,ospitalidade,1,1,1
2759,alarico,11,1,11
2760,sedauk,1,1,1
2761,suai-loro,3,1,3
2762,dnfp,1,1,1
2763,métodu,3,1,3
2764,maka'as,4,1,4
2765,negosiu,2,1,2
2766,alem-de,1,1,1
2767,nasonál,1,1,1
2768,stvj,1,1,1
2769,alarga,1,1,1
2770,empregadór,1,1,1
2771,mákina,4,1,4
2772,saláriu,7,1,7
2773,kapital,2,1,2
2774,menór,4,1,4
2775,bens,3,1,3
2776,kategoria,10,1,10
2777,alokadu,20,1,20
2778,esensiál,5,1,5
2779,ekonómiku,17,1,17
2780,klasifikasaun,6,1,6
2781,vensimentu,1,1,1
2782,ezekusaun,23,1,23
2783,inagurasaun,3,1,3
2784,kbi’it-laek,1,1,1
2785,kbiit-laek,34,1,34
2786,urufú,2,1,2
2787,lepoldina,1,1,1
2788,holarua,12,1,12
2789,leste,3,1,3
2790,benifisiária,1,1,1
2791,loren,1,1,1
2792,ukl,6,1,6
2793,plenária,5,1,5
2794,baixa,21,1,21
2795,prezide,2,1,2
2796,vigora,16,1,16
2797,dala-,52,1,52
2798,natón,2,1,2
2799,ee,72,1,72
2800,entrada,6,1,6
2801,renovasaun,15,1,15
2802,mamramo,1,1,1
2803,esplikasaun,2,1,2
2804,tais,11,1,11
2805,marsu,36,1,36
2806,kafé,26,1,26
2807,aned-tl,2,1,2
2808,úniku,3,1,3
2809,konversa,4,1,4
2810,expozisaun,2,1,2
2811,vanila,1,1,1
2812,natureza,3,1,3
2813,jeografia,1,1,1
2814,sexta,26,1,26
2815,nakonu,5,1,5
2816,oriente,2,1,2
2817,dubai,11,1,11
2818,pavillaun,4,1,4
2819,expo,7,1,7
2820,interesante,2,1,2
2821,bosok,3,1,3
2822,salva,13,1,13
2823,espalla,8,1,8
2824,malirin,3,1,3
2825,zumalai,6,1,6
2826,efeitu,17,1,17
2827,hoax,5,1,5
2828,gratuita,6,1,6
2829,lepo,2,1,2
2830,isin-manas,8,1,8
2831,parasetamol,1,1,1
2832,hat,1,1,1
2833,retira,2,1,2
2834,kartaun,11,1,11
2835,sensibilizasaun,8,1,8
2836,feira,4,1,4
2837,happy,2,1,2
2838,kasnafar,1,1,1
2839,temporáriu,6,1,6
2840,hour,1,1,1
2841,kinta,29,1,29
2842,bandu,30,1,30
2843,balibar,1,1,1
2844,reforsa,8,1,8
2845,rezolusaun,34,1,34
2846,pameran,1,1,1
2847,obetivu,1,1,1
2848,terminál,2,1,2
2849,aipnl,9,1,9
2850,potensialmente,2,1,2
2851,subramaniam,1,1,1
2852,augusto,6,1,6
2853,aterajen,2,1,2
2854,ramesh,1,1,1
2855,estratéjiku,3,1,3
2856,juli,4,1,4
2857,deklina,1,1,1
2858,melloramentu,3,1,3
2859,kinefuchi,4,1,4
2860,aliña,1,1,1
2861,tore-kontrolu,1,1,1
2862,motór,2,1,2
2863,rejionál,5,1,5
2864,estensaun,30,1,30
2865,reabilitasaun,10,1,10
2866,mellora,8,1,8
2867,dedikadu,3,1,3
2868,sunil,2,1,2
2869,espansaun,4,1,4
2870,transformativu,1,1,1
2871,redús,1,1,1
2872,aéreu,7,1,7
2873,dezigualidade,1,1,1
2874,konsolida,2,1,2
2875,konetivade,1,1,1
2876,mitra,2,1,2
2877,própriu,4,1,4
2878,doasaun,12,1,12
2879,pista,2,1,2
2880,idea,1,1,1
2881,perturba,1,1,1
2882,vise-ministru,1,1,1
2883,masami,5,1,5
2884,hapara,17,1,17
2885,estimasaun,2,1,2
2886,hadi’ak,5,1,5
2887,elimina,3,1,3
2888,eliminasaun,1,1,1
2889,tuberkuloze,6,1,6
2890,komprimisu,1,1,1
2891,tb,11,1,11
2892,mathur,2,1,2
2893,mortalidade,2,1,2
2894,fuma,2,1,2
2895,city-,1,1,1
2896,estratejia,2,1,2
2897,koñesida,1,1,1
2898,arvid,1,1,1
2899,insidénsia,2,1,2
2900,saude,1,1,1
2901,reenfatiza,1,1,1
2902,epidemia,1,1,1
2903,komprometidu,4,1,4
2904,diferente,6,1,6
2905,matadouru,4,1,4
2906,fresku,3,1,3
2907,uniforme,11,1,11
2908,vendedór,20,1,20
2909,monteiro,5,1,5
2910,kuantidade,7,1,7
2911,kompetisaun,9,1,9
2912,imi-nia,10,1,10
2913,ruin,3,1,3
2914,na’an,13,1,13
2915,obrigasaun,8,1,8
2916,aifaesa,12,1,12
2917,alimentár,6,1,6
2918,kabun,2,1,2
2919,dois’,1,1,1
2920,konsumidór,6,1,6
2921,inspesaun,20,1,20
2922,kolega,7,1,7
2923,dezempregu,3,1,3
2924,nusá,7,1,7
2925,karosa,3,1,3
2926,carlito,3,1,3
2927,ambulante,1,1,1
2928,tuituir,2,1,2
2929,bara-barak,5,1,5
2930,baru,2,1,2
2931,tebe-tebe,1,1,1
2932,múzika,1,1,1
2933,dudu,2,1,2
2934,kampung,5,1,5
2935,kampu,21,1,21
2936,tékniku-vokasional,1,1,1
2937,gadk,2,1,2
2938,envolve-an,2,1,2
2939,alves,4,1,4
2940,imprime,2,1,2
2941,kurikulár,1,1,1
2942,gon,2,1,2
2943,impresaun,4,1,4
2944,sekundáriu,8,1,8
2945,dni,1,1,1
2946,formál,4,1,4
2947,internet,12,1,12
2948,fiber,1,1,1
2949,interligasaun,1,1,1
2950,konkursu,3,1,3
2951,submisaun,1,1,1
2952,finál,9,1,9
2953,optic,1,1,1
2954,lailais,1,1,1
2955,estimativu,2,1,2
2956,fibra,2,1,2
2957,deputada,12,1,12
2958,baratu,3,1,3
2959,ótika,2,1,2
2960,fase,8,1,8
2961,anas,2,1,2
2962,órden,6,1,6
2963,dekretu-lei,13,1,13
2964,rezíduo,1,1,1
2965,fuel,2,1,2
2966,unipesoal,1,1,1
2967,regula,2,1,2
2968,fatuhada,16,1,16
2969,bebora,3,1,3
2970,proibisaun,6,1,6
2971,mekar,1,1,1
2972,espasu,7,1,7
2973,koordena,7,1,7
2974,deshun,1,1,1
2975,ijiene,3,1,3
2976,hahalok,7,1,7
2977,fleksibiliza,2,1,2
2978,semanál,1,1,1
2979,swap,2,1,2
2980,munisípál,2,1,2
2981,primeru-ministru,3,1,3
2982,rekezitu,4,1,4
2983,naturalmente,5,1,5
2984,restrisaun,8,1,8
2985,ilimitadu,1,1,1
2986,primeiru-minisru,1,1,1
2987,normalizasaun,5,1,5
2988,altura,2,1,2
2989,mitigasaun,9,1,9
2990,forsa-tarefa,4,1,4
2991,rekuperadu,24,1,24
2992,óbitu,27,1,27
2993,sita,4,1,4
2994,sijk,83,1,83
2995,pozitivu,43,1,43
2996,detetadu,12,1,12
2997,influensia,6,1,6
2998,referendu,1,1,1
2999,tentativa,3,1,3
3000,armada,5,1,5
3001,motor,3,1,3
3002,nascimento,5,1,5
3003,exemplár,1,1,1
3004,lembra,3,1,3
3005,atakasaun,1,1,1
3006,daitula,1,1,1
3007,abeto,1,1,1
3008,septimúnsia,1,1,1
3009,basílio,6,1,6
3010,espírito,1,1,1
3011,sábadu,17,1,17
3012,haloot,1,1,1
3013,podér,5,1,5
3014,sasin,1,1,1
3015,simboliza,1,1,1
3016,populár,5,1,5
3017,ezemplár,2,1,2
3018,avakuasaun,1,1,1
3019,protagonista,2,1,2
3020,vigáriu,2,1,2
3021,história,1,1,1
3022,katedrál,1,1,1
3023,borges,2,1,2
3024,konsesu,1,1,1
3025,agríkultura,4,1,4
3026,meterolojia,2,1,2
3027,vital,1,1,1
3028,tenik,5,1,5
3029,caiero,1,1,1
3030,espesialista,8,1,8
3031,antusiazmu,1,1,1
3032,natar,6,1,6
3033,natar-na’in,1,1,1
3034,atanacio,1,1,1
3035,agríkola,8,1,8
3036,to’os,9,1,9
3037,dnea,3,1,3
3038,agrikutór,1,1,1
3039,pad,8,1,8
3040,wee,1,1,1
3041,agrikultór,26,1,26
3042,irigasaun,4,1,4
3043,auditóriu,5,1,5
3044,akompan,1,1,1
3045,disponibiliza,4,1,4
3046,aberta,3,1,3
3047,marjinalizadu,1,1,1
3048,civil,8,1,8
3049,prezidénsial,1,1,1
3050,médiku-espesialista,1,1,1
3051,inan-isin,1,1,1
3052,empoderamentu,1,1,1
3053,casa,11,1,11
3054,inkluzivu’,1,1,1
3055,non-governamentál,4,1,4
3056,signifikadu,1,1,1
3057,artezenatu,1,1,1
3058,tiru-malu,2,1,2
3059,familiariza,1,1,1
3060,lere,22,1,22
3061,destakamentu,1,1,1
3062,timur,15,1,15
3063,externa,2,1,2
3064,destaka,4,1,4
3065,tenente-jenerál,2,1,2
3066,anan,13,1,13
3067,moderada,1,1,1
3068,maiór,12,1,12
3069,in,20,1,20
3070,paíz,2,1,2
3071,lixu,9,1,9
3072,na’i,3,1,3
3073,habali,1,1,1
3074,zero,3,1,3
3075,iresponsável,1,1,1
3076,ai-horis,1,1,1
3077,toleránsia,1,1,1
3078,nakfilak-an,1,1,1
3079,malere,2,1,2
3080,krimi,1,1,1
3081,mean,5,1,5
3082,vi,1,1,1
3083,prémiu,11,1,11
3084,seloi,2,1,2
3085,pertense,4,1,4
3086,ambiente’,1,1,1
3087,uma-tolu,2,1,2
3088,kairui,2,1,2
3089,tasi-ibun,4,1,4
3090,manán-na,6,1,6
3091,premiadu,2,1,2
3092,noafafo,1,1,1
3093,bee-mos,1,1,1
3094,hamrook,2,1,2
3095,arsenio,4,1,4
3096,cunha,4,1,4
3097,lot,1,1,1
3098,pante-makassar,2,1,2
3099,fardamentu,2,1,2
3100,adelina,3,1,3
3101,mekanizmu,5,1,5
3102,igualdade’,1,1,1
3103,medisa,3,1,3
3104,superintendentepolísia,2,1,2
3105,kargu,18,1,18
3106,saudavél,1,1,1
3107,edukativa,2,1,2
3108,dezafia,1,1,1
3109,diviza,1,1,1
3110,índia,16,1,16
3111,kalkula,1,1,1
3112,kompensasaun,10,1,10
3113,diagnostikadu,1,1,1
3114,izolamentu,27,1,27
3115,berusaha,1,1,1
3116,ai-liku,1,1,1
3117,alcino,8,1,8
3118,bai-loro,2,1,2
3119,maran,3,1,3
3120,lesu,2,1,2
3121,konsumu,4,1,4
3122,grobak,1,1,1
3123,non-governamental,1,1,1
3124,orfanatu,1,1,1
3125,bebé,25,1,25
3126,inferinu,1,1,1
3127,alola,4,1,4
3128,konsekénsia,2,1,2
3129,interinu,5,1,5
3130,estraga,18,1,18
3131,sabino,6,1,6
3132,responsabiliza,8,1,8
3133,fim,1,1,1
3134,mascarinhas,2,1,2
3135,prazu,7,1,7
3136,konselllu,1,1,1
3137,efetua,1,1,1
3138,vijénsia,1,1,1
3139,okorénsia,1,1,1
3140,sars-cov-,6,1,6
3141,eventualidade,3,1,3
3142,diagnóstiku,4,1,4
3143,regra,50,1,50
3144,máskara,24,1,24
3145,anteriór,9,1,9
3146,indivíduo,4,1,4
